condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2c(c1)CCCN2>>NN1CCCc2ccccc21,NN1CCCc2ccccc21,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[NH:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21>>[NH2:1][N:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21,"[['N:1 - O:14'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, '[#6]12[#6][#6][#6][#7:2][#6]1[#6][#6][#6][#6]2', 'N:2 - H', 'N', 'SINGLE', 'H', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1cc2[nH]ccc2cn1>>N[n+]1ccc2[nH]ccc2c1,N[n+]1ccc2[nH]ccc2c1,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][cH:8][c:9]2[cH:10]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][cH:8][c:9]2[cH:10]1,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2[nH]ncc2c1>>Nn1ncc2ccccc21,Nn1ncc2ccccc21,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[nH:2]1[n:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12>>[NH2:1][n:2]1[n:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,"[['N:1 - O:13'], ['N:2 - H']]",[['N:1 - N:2']],[],"[(1, 'c12[n:2]ncc1cccc2', 'N:2 - H', 'N', 'SINGLE', 'H', '[c]1([n][n][c]2)[c]2[c][c][c][c]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#7]([#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#7][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1c[nH]cn1>>Nn1cc[n+](N)c1,Nn1cc[n+](N)c1,[NH2:7][O:8][P:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)=[O:22].[NH2:1][O:23][P:24]([c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)([c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)=[O:37].[n:2]1[cH:3][cH:4][nH:5][cH:6]1>>[NH2:1][n+:2]1[cH:3][cH:4][n:5]([NH2:7])[cH:6]1,"[['N:7 - O:8'], ['N:1 - O:23'], ['N:5 - H']]","[['N:5 - N:7', 'N:1 - N:2']]",[],"[(2, '[#7]1[#6][#7:2][#6][#6]1', 'N:5 - H', 'N', 'SINGLE', 'H', '[#7]1[#6][#7][#6][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:5 - N:7', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:7 - O:8', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:23', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:5 - N:7', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1cnc2cc[nH]c2c1>>N[n+]1cccc2[nH]ccc21,N[n+]1cccc2[nH]ccc21,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[nH:7][cH:8][cH:9][c:10]12>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[nH:7][cH:8][cH:9][c:10]12,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,Cc1c[nH]cn1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1cn(N)c[n+]1N,Cc1cn(N)c[n+]1N,[CH3:1][c:2]1[cH:3][nH:4][cH:5][n:6]1.[NH2:7][O:9][P:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)=[O:23].[NH2:8][O:24][P:25]([c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1)([c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1)=[O:38]>>[CH3:1][c:2]1[cH:3][n:4]([NH2:8])[cH:5][n+:6]1[NH2:7],"[['N:4 - H'], ['N:7 - O:9'], ['N:8 - O:24']]","[['N:6 - N:7', 'N:4 - N:8']]",[],"[(0, '[#7:2]1[#6][#7][#6][#6]1', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]1[#6][#7][#6][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:4 - N:8', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:7 - O:9', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (2, '[#8]=[#15]([#8]-[#7])(c)c', 'N:8 - O:24', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:6 - N:7', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:4 - N:8', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2[nH]cnc2c1>>Nn1c[n+](N)c2ccccc21,Nn1c[n+](N)c2ccccc21,[NH2:11][O:12][P:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)=[O:26].[NH2:1][O:27][P:28]([c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)([c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1)=[O:41].[n:2]1[cH:3][nH:4][c:5]2[c:6]1[cH:7][cH:8][cH:9][cH:10]2>>[NH2:1][n+:2]1[cH:3][n:4]([NH2:11])[c:5]2[c:6]1[cH:7][cH:8][cH:9][cH:10]2,"[['N:11 - O:12'], ['N:1 - O:27'], ['N:4 - H']]","[['N:4 - N:11', 'N:1 - N:2']]",[],"[(2, 'c12[n:2]cnc1cccc2', 'N:4 - H', 'N', 'SINGLE', 'H', '[c]1([n][c][n]2)[c]2[c][c][c][c]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:4 - N:11', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:12', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:27', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:4 - N:11', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2ncncc2c1>>N[n+]1cncc2ccccc21,N[n+]1cncc2ccccc21,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[n:2]1[cH:3][n:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12>>[NH2:1][n+:2]1[cH:3][n:4][cH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,"[['N:1 - O:14'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCCCCC1>>O=C1CCCCCCCN1,O=C1CCCCCCCN1,[NH2:10][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][NH:10]1,"[['N:10 - H', 'N:10 - O:13'], ['C:2 - C:9']]","[['C:2 - N:10', 'C:9 - N:10']]",[],"[(0, '[#7:2]', 'N:10 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6&r8&R1:2]1[#6&r8&R1][#6&r8&R1][#6&r8&R1][#6&r8&R1][#6&r8&R1][#6&r8&R1][#6&r8&R1:1]1', 'C:2 - C:9', 'C', 'SINGLE', 'C')]","[(0, '[#6&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1:1][#7&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1][#6&r9&R1]1', 'C:2 - N:10', 'C', 'SINGLE', 'N'), (0, '[#6&r9&R1]1[#6&r9&R1][#6&r9&R1][#6&r9&R1][#7&r9&R1:1][#6&r9&R1:2][#6&r9&R1][#6&r9&R1][#6&r9&R1]1', 'C:9 - N:10', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6](=[#8])-[#6]', 'C:2 - C:9', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]')]","[(0, '[#6](=[#8])-[#7]', 'C:2 - N:10', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]'), (0, '[#6](=[#8])[#7]-[#6]', 'C:9 - N:10', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2sccc2c1>>O=S1C=Cc2ccccc21,O=S1C=Cc2ccccc21,[H][O:10][H].NOP(c1ccccc1)(c2ccccc2)=O.[c:4]3([cH:5][cH:6][cH:7][cH:8]4)[c:9]4[s:1][cH:2][cH:3]3>>[O:10]=[S:1]5[CH:2]=[CH:3][c:4]6[c:9]5[cH:8][cH:7][cH:6][cH:5]6,"[['N:11 - O:1', 'O:1 - P:12'], None]",[['O:1 = S:2']],"['C:10 aromatic S:2 -> C:10 - S:2', 'C:4 aromatic C:5 -> C:4 - C:5', 'C:3 aromatic C:4 -> C:3 = C:4', 'C:3 aromatic S:2 -> C:3 - S:2']",[],"[(0, '[#6]1[#6]=[#6:1][#16:2][#6]1', 'O:1 = S:2', 'O', 'DOUBLE', 'S')]",[],[]
c5,Cc1ccc2[nH]cnc2c1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1ccc2c(c1)[n+](N)cn2N,Cc1ccc2c(c1)[n+](N)cn2N,[CH3:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[n:8][cH:9][nH:10]2.[NH2:11][O:13][P:14]([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)=[O:27].[NH2:12][O:28][P:29]([c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1)([c:36]1[cH:37][cH:38][cH:39][cH:40][cH:41]1)=[O:42]>>[CH3:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[n+:8]([NH2:12])[cH:9][n:10]2[NH2:11],"[['N:10 - H'], ['N:11 - O:13'], ['N:12 - O:28']]","[['N:8 - N:12', 'N:10 - N:11']]",[],"[(0, 'c12[n:2]cnc1cccc2', 'N:10 - H', 'N', 'SINGLE', 'H', '[c]1([n][c][n]2)[c]2[c][c][c][c]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:10 - N:11', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (2, '[#8]=[#15]([#8]-[#7])(c)c', 'N:12 - O:28', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:8 - N:12', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:10 - N:11', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,CN1CCCc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CN1CCCc2cccc(N)c21,CN1CCCc2cccc(N)c21,[CH3:1][N:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:12]21.[NH2:11][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][N:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][c:10]([NH2:11])[c:12]21,"[['C:10 - H'], ['N:11 - O:15']]",[['C:10 - N:11']],[],"[(0, '[#6]12[#6][#6][#6][#7][#6]1[#6:2][#6][#6][#6]2', 'C:10 - H', 'C', 'SINGLE', 'H', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[H]')]","[(0, '[#7&X3&H2:1][#6:2]', 'C:10 - N:11', 'C', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7][#6]1[#6]([#6][#6][#6]2)-[#7]', 'C:10 - N:11', 'C', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c5,C[PH](C)=O.NOP(=O)(c1ccccc1)c1ccccc1>>CP(C)(N)=O,CP(C)(N)=O,[CH3:1][PH:2]([CH3:3])=[O:5].[NH2:4][O:8][P:7](=[O:6])([c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[CH3:1][P:2]([CH3:3])([NH2:4])=[O:5],"[['P:2 - H'], ['N:4 - O:8']]",[['N:4 - P:2']],[],"[(0, '[#8]=[#15:2]([#6])[#6]', 'P:2 - H', 'P', 'SINGLE', 'H', '[#8]=[#15]([#6])[#6]', '[H]')]","[(0, '[#8]=[#15:1]([#7:2])([#6])[#6]', 'N:4 - P:2', 'N', 'SINGLE', 'P')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:8', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#8]=[#15]([#6])([#6])-[#7]', 'N:4 - P:2', 'P', 'SINGLE', 'N', '[#8]=[#15]([#6])[#6]', '[#7]')]"
c5,Cn1cnc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>Cn1c[n+](N)c2ccccc21,Cn1c[n+](N)c2ccccc21,[CH3:1][n:2]1[cH:3][n:4][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12.[NH2:5][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][n:2]1[cH:3][n+:4]([NH2:5])[c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,"[None, ['N:5 - O:14']]",[['N:4 - N:5']],[],[],[],"[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:5 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:4 - N:5', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,CC(=O)c1ccc(C)cc1.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)Nc1ccc(C)cc1,CC(=O)Nc1ccc(C)cc1,[CH3:1][C:2](=[O:3])[c:5]1[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]1.[NH2:4][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]1,"[['C:2 - C:5'], ['N:4 - H', 'N:4 - O:14']]","[['C:2 - N:4', 'C:5 - N:4']]",[],"[(0, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:5', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H1:1]([#6])[#6:2]', 'C:5 - N:4', 'C', 'SINGLE', 'N')]","[(0, 'c1cc(ccc1[#6&X4])-[#6](=[#8])[#6&H3]', 'C:2 - C:5', 'C', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1[#6X4]', '[#6](=[#8])[#6;H3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c1ccccc1[#7&!a;X4&H1&+,X4&H2&+,X4&H3&+,X3&H1&+0,X3&H0&+0,X3&H2&+0;!$([#7][!#6])]-[#6](=[#8])[#6&H3]', 'C:2 - N:4', 'N', 'SINGLE', 'C', '[c]1[c][c][c][c][c]1[#7;!a;X4H+,X4H2+,X4H3+,X3H+0,X3H0+0,X3H2+0;!$([#7][!#6])]', '[#6](=[#8])[#6;H3]'), (0, 'c1cc(ccc1[#6&X4])-[#7][#6]=[#8]', 'C:5 - N:4', 'C', 'SINGLE', 'N', '[c]1[c][c][c][c][c]1[#6X4]', '[#6](=[#8])[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2ccncc2)cc1>>N[n+]1ccc(-c2ccccc2)cc1,N[n+]1ccc(-c2ccccc2)cc1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[n:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1>>[NH2:1][n+:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[cH:12][cH:13]1,"[['N:1 - O:16'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(-c2ncc[nH]2)cc1>>Nn1cc[n+](N)c1-c1ccccc1,Nn1cc[n+](N)c1-c1ccccc1,[NH2:13][O:14][P:15]([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)([c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1)=[O:28].[NH2:1][O:29][P:30]([c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)([c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1)=[O:43].[n:2]1[cH:3][cH:4][nH:5][c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1>>[NH2:1][n+:2]1[cH:3][cH:4][n:5]([NH2:13])[c:6]1-[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1,"[['N:13 - O:14'], ['N:1 - O:29'], ['N:5 - H']]","[['N:5 - N:13', 'N:1 - N:2']]",[],"[(2, '[#7]1[#6][#7:2][#6][#6]1', 'N:5 - H', 'N', 'SINGLE', 'H', '[#7]1[#6][#7][#6][#6]1', '[H]')]","[(0, '[#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:1][#7;X3&H1&+0,X3&H2&+0,X3&H0&+0:2]', 'N:5 - N:13', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:13 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:29', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:5 - N:13', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]'), (0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.On1nnc2ccccc21>>NOn1nnc2ccccc21,NOn1nnc2ccccc21,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[OH:2][n:3]1[n:4][n:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12>>[NH2:1][O:2][n:3]1[n:4][n:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]12,"[['N:1 - O:14'], ['O:2 - H']]",[['N:1 - O:2']],[],"[(1, '[#7][#8&X2&H1:2]', 'O:2 - H', 'O', 'SINGLE', 'H', '[#7][#8X2H]', '[H]')]",[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]-[#8]', 'N:1 - O:2', 'N', 'SINGLE', 'O', '[#7]', '[#8]')]"
