condition,rxn,p,smiles_am,broken_each_reactant_list,formed_each_product_list,all_bond_changed,inner_broken,inner_formed,outer_broken,outer_formed
c5,Cc1c2ccccc2nc2ccccc12.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1nn(-c2ccccc2)c2ccccc12,Cc1nn(-c2ccccc2)c2ccccc12,[CH3:1][c:2]1[c:10]2[c:5]([n:4][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]13)[cH:6][cH:7][cH:8][cH:9]2.[NH2:3][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][c:2]1[n:3][n:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]12,"[['C:2 aromatic C:10'], ['N:3 - O:19', 'N:3 - H']]","[['C:10 - H', 'N:3 aromatic N:4', 'C:2 aromatic N:3']]",['C:5 aromatic N:4 -> C:5 - N:4'],"[(0, '[#6:1]12[#6:2][#6][#6][#7][#6]1[#6][#6][#6][#6]2', 'C:2 aromatic C:10', 'C', 'AROMATIC', 'C'), (1, '[#7:2]', 'N:3 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, 'c1cccc[c:2]1', 'C:10 - H', 'C', 'SINGLE', 'H', '[c]1[c][c][c][c][c]1', '[H]'), (0, '[#6]1[#7:1][#7:2][#6][#6]1', 'N:3 aromatic N:4', 'N', 'AROMATIC', 'N'), (0, '[#6:1]1[#7:2][#7][#6][#6]1', 'C:2 aromatic N:3', 'C', 'AROMATIC', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:3 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]",[]
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc2c(c1)NCCS2>>N=S1CCNc2ccccc21,N=S1CCNc2ccccc21,[NH2:1][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1.[S:2]1[CH2:3][CH2:4][NH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21>>[NH:1]=[S:2]1[CH2:3][CH2:4][NH:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21,"[['N:1 - O:14', 'N:1 - H'], None]",[['N:1 = S:2']],[],"[(0, '[#7:2]', 'N:1 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:1 = S:2', 'N', 'DOUBLE', 'S')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1[#6][#6][#16]([#6][#6]1)=[#7]', 'N:1 = S:2', 'S', 'DOUBLE', 'N', '[#7]1[#6][#6][#16][#6][#6]1', '[#7]')]"
c5,CN1CCCc2ccc([N+](=O)[O-])cc21.NOP(=O)(c1ccccc1)c1ccccc1>>C[N+]1(N)CCCc2ccc([N+](=O)[O-])cc21,C[N+]1(N)CCCc2ccc([N+](=O)[O-])cc21,[CH3:1][N:2]1[CH2:4][CH2:5][CH2:6][c:7]2[cH:8][cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14][c:15]21.[NH2:3][O:18][P:17](=[O:16])([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1>>[CH3:1][N+:2]1([NH2:3])[CH2:4][CH2:5][CH2:6][c:7]2[cH:8][cH:9][c:10]([N+:11](=[O:12])[O-:13])[cH:14][c:15]21,"[None, ['N:3 - O:18']]",[['N:2 - N:3']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:2 - N:3', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:3 - O:18', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:2 - N:3', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c5,C1=NCCc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>C1=NNCCc2ccccc21,C1=NNCCc2ccccc21,[CH:1]1=[N:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21.[NH2:2][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH:1]1=[N:2][NH:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21,"[['C:1 = N:3'], ['N:2 - H', 'N:2 - O:14']]","[['N:2 - N:3', 'N:3 - H', 'C:1 = N:2']]",[],"[(0, '[#7&X2;H1,H0;!$([#7&X2][#7,#8,#9,#15,#16,#17,Br,I]):1]=[#6&X3:2]', 'C:1 = N:3', 'C', 'DOUBLE', 'N'), (1, '[#7:2]', 'N:2 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1][#7&X2:2]=[#6&X3]', 'N:2 - N:3', 'N', 'SINGLE', 'N'), (0, '[#7:2][#7&X2]=[#6&X3]', 'N:3 - H', 'N', 'SINGLE', 'H', '[#7][#7X2]=[#6X3]', '[H]'), (0, '[#7][#7&X2:1]=[#6&X3:2]', 'C:1 = N:2', 'C', 'DOUBLE', 'N')]","[(0, '[#6]=[#7]', 'C:1 = N:3', 'C', 'DOUBLE', 'N', '[#6]', '[#7]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:2 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]-[#7]', 'N:2 - N:3', 'N', 'SINGLE', 'N', '[#7]', '[#7]'), (0, '[#6]=[#7]', 'C:1 = N:2', 'C', 'DOUBLE', 'N', '[#6]', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1cnc2[nH]ccc2c1>>N[n+]1cccc2cc[nH]c21,N[n+]1cccc2cc[nH]c21,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][nH:9][c:10]12>>[NH2:1][n+:2]1[cH:3][cH:4][cH:5][c:6]2[cH:7][cH:8][nH:9][c:10]12,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1ccc(Cn2ccnc2)cc1>>N[n+]1ccn(Cc2ccccc2)c1,N[n+]1ccn(Cc2ccccc2)c1,[NH2:1][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1.[n:2]1[cH:3][cH:4][n:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13]1>>[NH2:1][n+:2]1[cH:3][cH:4][n:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[cH:13]1,"[['N:1 - O:16'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#7][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#7][#6][#6]1', '[#7]')]"
c5,CC(=O)/C=C/c1cccs1.NOP(=O)(c1ccccc1)c1ccccc1>>CC(=O)N/C=C\c1cccs1,CC(=O)N/C=C\c1cccs1,[CH3:1][C:2](=[O:3])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][cH:10][s:11]1.[NH2:4][O:14][P:13](=[O:12])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1>>[CH3:1][C:2](=[O:3])[NH:4]/[CH:5]=[CH:6]\[c:7]1[cH:8][cH:9][cH:10][s:11]1,"[['C:2 - C:5'], ['N:4 - H', 'N:4 - O:14']]","[['C:2 - N:4', 'C:5 - N:4']]",[],"[(0, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:5', 'C', 'SINGLE', 'C'), (1, '[#7:2]', 'N:4 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:4', 'C', 'SINGLE', 'N'), (0, '[#7&X3&H1:1]([#6])[#6:2]', 'C:5 - N:4', 'C', 'SINGLE', 'N')]","[(0, '[#6](=[#8])([#6&H3])-[#6&X3]=[#6&X3]', 'C:2 - C:5', 'C', 'SINGLE', 'C', '[#6](=[#8])[#6;H3]', '[#6X3]=[#6X3]'), (1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:4 - O:14', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6](=[#8])([#6&H3])-[#7]', 'C:2 - N:4', 'C', 'SINGLE', 'N', '[#6](=[#8])[#6;H3]', '[#7]'), (0, '[#6](=[#8])[#7]-[#6&X3]=[#6&X3]', 'C:5 - N:4', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6X3]=[#6X3]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCCCCCCCCCCCC1>>O=C1CCCCCCCCCCCCCCN1,O=C1CCCCCCCCCCCCCCN1,[NH2:17][O:20][P:19](=[O:18])([c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1.[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]1>>[O:1]=[C:2]1[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][NH:17]1,"[['N:17 - H', 'N:17 - O:20'], ['C:2 - C:16']]","[['C:16 - N:17', 'C:2 - N:17']]",[],"[(0, '[#7:2]', 'N:17 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6][#6:1](=[#8])[#6:2]', 'C:2 - C:16', 'C', 'SINGLE', 'C')]","[(0, '[#7&X3&H1:1]([#6:2])[#6]', 'C:16 - N:17', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:17', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:17 - O:20', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6](=[#8])-[#6]', 'C:2 - C:16', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:16 - N:17', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:2 - N:17', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CCCCCCCCCCCCCC1>>ON=C1CCCCCCCCCCCCCC1,ON=C1CCCCCCCCCCCCCC1,[H][O:17][H].[NH2:1]OP(c1ccccc1)(c2ccccc2)=O.O=[C:2]3[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]3>>[OH:17]/[N:1]=[C:2]4[CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]\4,"[['O:1 - P:19', 'N:2 - H'], ['C:3 = O:32']]","[['C:3 = N:2', 'O:1 - H']]",[],[],"[(0, '[#7:2][#8&X2&H1]', 'O:1 - H', 'O', 'SINGLE', 'H', '[#7][#8X2H]', '[H]')]",[],[]
c5,CC1(C)CC(=O)c2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CC1(C)C/C(=N/O)c2ccccc21,CC1(C)C/C(=N/O)c2ccccc21,[H][O:13][H].[CH3:1][C:2]1([CH2:4][C:5]([c:6]2[c:11]1[cH:10][cH:9][cH:8][cH:7]2)=O)[CH3:3].[NH2:12]OP(c3ccccc3)(c4ccccc4)=O>>[CH3:1][C:2]5([CH2:4]/[C:5]([c:6]6[c:11]5[cH:10][cH:9][cH:8][cH:7]6)=[N:12]/[OH:13])[CH3:3],"[['C:5 = O:14'], ['N:6 - H', 'O:7 - P:16']]","[['C:5 = N:6', 'O:7 - H']]",[],"[(1, '[c:2]1ccccc1[#6&X4]', 'N:6 - H', 'N', 'SINGLE', 'H', '[c]1[c][c][c][c][c]1[#6X4]', '[H]')]","[(0, '[#6]1[#6][#6:1][#6:2][#6]1', 'C:5 = N:6', 'C', 'DOUBLE', 'N'), (0, '[#6]1[#6]c2:ccc[c:2]c2[#6]1', 'O:7 - H', 'O', 'SINGLE', 'H', '[#6]1[#6][c]2:[c][c][c][c][c]2[#6]1', '[H]')]",[],[]
c5,Cc1ccccc1-n1cccn1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1ccccc1-n1ccc[n+]1N,Cc1ccccc1-n1ccc[n+]1N,[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[n:8]1[cH:9][cH:10][cH:11][n:12]1.[NH2:13][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[n:8]1[cH:9][cH:10][cH:11][n+:12]1[NH2:13],"[None, ['N:13 - O:16']]",[['N:12 - N:13']],[],[],[],"[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:13 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#7]([#7][#6][#6]1)-[#7]', 'N:12 - N:13', 'N', 'SINGLE', 'N', '[#6]1[#7][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.O=Cc1csc2ccccc12>>O=CC1=CS(=O)c2ccccc21,O=CC1=CS(=O)c2ccccc21,[H][O:12][H].NOP(c1ccccc1)(c2ccccc2)=O.[O:1]=[CH:2][c:3]([cH:4][s:5]3)[c:11]4[c:6]3[cH:7][cH:8][cH:9][cH:10]4>>[O:1]=[CH:2][C:3]5=[CH:4][S:5]([c:6]6[c:11]5[cH:10][cH:9][cH:8][cH:7]6)=[O:12],"[['N:13 - O:6', 'O:6 - P:14'], None]",[['O:6 = S:5']],"['C:3 aromatic C:4 -> C:3 = C:4', 'C:4 aromatic S:5 -> C:4 - S:5', 'C:7 aromatic S:5 -> C:7 - S:5', 'C:3 aromatic C:12 -> C:3 - C:12']",[],"[(0, '[#6]1[#6]=[#6][#16:1][#6:2]1', 'O:6 = S:5', 'O', 'DOUBLE', 'S')]",[],[]
c5,ClCC1CN(Cc2ccccc2)CCO1.NOP(=O)(c1ccccc1)c1ccccc1>>N[N+]1(Cc2ccccc2)CCOC(CCl)C1,N[N+]1(Cc2ccccc2)CCOC(CCl)C1,[N:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH2:11][O:12][CH:13]([CH2:14][Cl:15])[CH2:16]1.[NH2:1][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[NH2:1][N+:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH2:11][O:12][CH:13]([CH2:14][Cl:15])[CH2:16]1,"[None, ['N:1 - O:19']]",[['N:1 - N:2']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]1([#6][#6][#8][#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1[#6][#6][#8][#6][#6]1', '[#7]')]"
c5,C1=CCN(Cc2ccccc2)CC1.NOP(=O)(c1ccccc1)c1ccccc1>>N[N+]1(Cc2ccccc2)CC=CCC1,N[N+]1(Cc2ccccc2)CC=CCC1,[N:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH:11]=[CH:12][CH2:13][CH2:14]1.[NH2:1][O:17][P:16](=[O:15])([c:18]1[cH:19][cH:20][cH:21][cH:22][cH:23]1)[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>>[NH2:1][N+:2]1([CH2:3][c:4]2[cH:5][cH:6][cH:7][cH:8][cH:9]2)[CH2:10][CH:11]=[CH:12][CH2:13][CH2:14]1,"[None, ['N:1 - O:17']]",[['N:1 - N:2']],[],[],"[(0, '[#6][#7&+:1]([#7:2])([#6])[#6]', 'N:1 - N:2', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:17', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1=[#6][#6][#7]([#6][#6]1)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#6]1=[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,CS(=O)c1ccccc1.NOP(=O)(c1ccccc1)c1ccccc1>>CS(=N)(=O)c1ccccc1,CS(=N)(=O)c1ccccc1,[CH3:1][S:2](=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:3][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1>>[CH3:1][S:2](=[NH:3])(=[O:4])[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,"[None, ['N:3 - O:13', 'N:3 - H']]",[['N:3 = S:2']],[],"[(1, '[#7:2]', 'N:3 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:3 = S:2', 'N', 'DOUBLE', 'S')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:3 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]=[#16]', 'N:3 = S:2', 'N', 'DOUBLE', 'S', '[#7]', '[#16]')]"
c5,CN1c2ccccc2Sc2ccccc21.NOP(=O)(c1ccccc1)c1ccccc1>>CN1c2ccccc2S(=N)c2ccccc21,CN1c2ccccc2S(=N)c2ccccc21,[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21.[NH2:10][O:19][P:18](=[O:17])([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[c:26]1[cH:27][cH:28][cH:29][cH:30][cH:31]1>>[CH3:1][N:2]1[c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[S:9](=[NH:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]21,"[None, ['N:10 - H', 'N:10 - O:19']]",[['N:10 = S:9']],[],"[(1, '[#7:2]', 'N:10 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]')]","[(0, '[#7:1]=[#16:2]([#6])[#6]', 'N:10 = S:9', 'N', 'DOUBLE', 'S')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:10 - O:19', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, 'c12ccccc1[#7]c1c(cccc1)[#16]2=[#7]', 'N:10 = S:9', 'S', 'DOUBLE', 'N', '[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2', '[#7]')]"
c5,Cc1cnc2ccccc2c1.NOP(=O)(c1ccccc1)c1ccccc1>>Cc1cc2ccccc2[n+](N)c1,Cc1cc2ccccc2[n+](N)c1,[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10][cH:12]1.[NH2:11][O:15][P:14](=[O:13])([c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1>>[CH3:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n+:10]([NH2:11])[cH:12]1,"[None, ['N:11 - O:15']]",[['N:10 - N:11']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:10 - N:11', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:15', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]12[#6][#6][#6][#7]([#6]1[#6][#6][#6][#6]2)-[#7]', 'N:10 - N:11', 'N', 'SINGLE', 'N', '[#6]1([#6][#6][#6][#7]2)[#6]2[#6][#6][#6][#6]1', '[#7]')]"
c5,COC(=O)/C=C/c1ccncc1.NOP(=O)(c1ccccc1)c1ccccc1>>COC(=O)/C=C/c1cc[n+](N)cc1,COC(=O)/C=C/c1cc[n+](N)cc1,[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][n:10][cH:12][cH:13]1.[NH2:11][O:16][P:15](=[O:14])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1>>[CH3:1][O:2][C:3](=[O:4])/[CH:5]=[CH:6]/[c:7]1[cH:8][cH:9][n+:10]([NH2:11])[cH:12][cH:13]1,"[None, ['N:11 - O:16']]",[['N:10 - N:11']],[],[],"[(0, '[N:1][n&+:2]1ccccc1', 'N:10 - N:11', 'N', 'SINGLE', 'N')]","[(1, '[#8]=[#15]([#8]-[#7])(c)c', 'N:11 - O:16', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#6]1[#6][#6][#7]([#6][#6]1)-[#7]', 'N:10 - N:11', 'N', 'SINGLE', 'N', '[#6]1[#6][#6][#7][#6][#6]1', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.O=C1CC(COCc2ccccc2)C1>>O=C1CC(COCc2ccccc2)CN1,O=C1CC(COCc2ccccc2)CN1,[NH2:15][O:18][P:17](=[O:16])([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[O:1]=[C:2]1[CH2:3][CH:4]([CH2:5][O:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14]1>>[O:1]=[C:2]1[CH2:3][CH:4]([CH2:5][O:6][CH2:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[CH2:14][NH:15]1,"[['N:15 - H', 'N:15 - O:18'], ['C:2 - C:14']]","[['C:14 - N:15', 'C:2 - N:15']]",[],"[(0, '[#7:2]', 'N:15 - H', 'N', 'SINGLE', 'H', '[#7]', '[H]'), (1, '[#6:2]1[#6][#6][#6:1]1', 'C:2 - C:14', 'C', 'SINGLE', 'C')]","[(0, '[#6]1[#6][#7:1][#6:2][#6]1', 'C:14 - N:15', 'C', 'SINGLE', 'N'), (0, '[#6:1](=[#8])[#7:2]', 'C:2 - N:15', 'C', 'SINGLE', 'N')]","[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:15 - O:18', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]'), (1, '[#6](=[#8])-[#6]', 'C:2 - C:14', 'C', 'SINGLE', 'C', '[#6]=[#8]', '[#6]')]","[(0, '[#6](=[#8])[#7]-[#6]', 'C:14 - N:15', 'N', 'SINGLE', 'C', '[#6](=[#8])[#7]', '[#6]'), (0, '[#6](=[#8])-[#7]', 'C:2 - N:15', 'C', 'SINGLE', 'N', '[#6]=[#8]', '[#7]')]"
c5,NOP(=O)(c1ccccc1)c1ccccc1.c1cnc2ccnn2c1>>N[n+]1ccc2ncccn21,N[n+]1ccc2ncccn21,[NH2:1][O:13][P:12](=[O:11])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[n:2]1[cH:3][cH:4][c:5]2[n:6][cH:7][cH:8][cH:9][n:10]12>>[NH2:1][n+:2]1[cH:3][cH:4][c:5]2[n:6][cH:7][cH:8][cH:9][n:10]12,"[['N:1 - O:13'], None]",[['N:1 - N:2']],[],[],[],"[(0, '[#8]=[#15]([#8]-[#7])(c)c', 'N:1 - O:13', 'O', 'SINGLE', 'N', '[#8]=[#15]([#8])([c])[c]', '[#7]')]","[(0, '[#7]12[#7]([#6][#6][#6]1[#7][#6][#6][#6]2)-[#7]', 'N:1 - N:2', 'N', 'SINGLE', 'N', '[#7]1([#7][#6][#6]2)[#6]2[#7][#6][#6][#6]1', '[#7]')]"
