SMILES	CANSMILES	price(100mg)	source
CC1(C)C(C)(C)OB(C2=CC=C(CO)S2)O1	CC1(C)OB(c2ccc(CO)s2)OC1(C)C	26.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C(OC(C)C)=C2)O1	CC(C)Oc1cc(B2OC(C)(C)C(C)(C)O2)ccc1Cl	11.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C(OC(F)(F)F)=C2)O1	CC1(C)OB(c2ccc(Cl)c(OC(F)(F)F)c2)OC1(C)C	39	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C(OC)=C2)O1	COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1Cl	9.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C=C2C)O1	Cc1cc(Cl)ccc1B1OC(C)(C)C(C)(C)O1	3.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C=C2Cl)O1	CC1(C)OB(c2ccc(Cl)cc2Cl)OC1(C)C	6.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(Cl)C=C2F)O1	CC1(C)OB(c2ccc(Cl)cc2F)OC1(C)C	6.4	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(C(F)F)=C2)O1	CC1(C)OB(c2ccc(F)c(C(F)F)c2)OC1(C)C	65	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(C)=C2)O1	Cc1cc(B2OC(C)(C)C(C)(C)O2)ccc1F	5.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(C3CC3)=C2)O1	CC1(C)OB(c2ccc(F)c(C3CC3)c2)OC1(C)C	37.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(Cl)=C2)O1	CC1(C)OB(c2ccc(F)c(Cl)c2)OC1(C)C	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(F)=C2)O1	CC1(C)OB(c2ccc(F)c(F)c2)OC1(C)C	3.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C(OC)=C2)O1	COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1F	10.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C([N+]([O-])=O)=C2)O1	CC1(C)OB(c2ccc(F)c([N+](=O)[O-])c2)OC1(C)C	13	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)C=C2Cl)O1	CC1(C)OB(c2ccc(F)cc2Cl)OC1(C)C	11.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(F)N=C2F)O1	CC1(C)OB(c2ccc(F)nc2F)OC1(C)C	5.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(I)C=C2)O1	CC1(C)OB(c2ccc(I)cc2)OC1(C)C	6.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(N(C3=CC=C(C)C=C3)C4=CC=C(C)C=C4)C=C2)O1	Cc1ccc(N(c2ccc(C)cc2)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)cc1	8.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(N3CCOCC3)C=C2)O1	CC1(C)OB(c2ccc(N3CCOCC3)cc2)OC1(C)C	5.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(N=C2)N3CCCCC3)O1	CC1(C)OB(c2ccc(N3CCCCC3)nc2)OC1(C)C	6.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(NC)C=C2)O1	CNc1ccc(B2OC(C)(C)C(C)(C)O2)cc1	33.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC(C)=N3)C3=C2)O1	Cc1nc2cc(B3OC(C)(C)C(C)(C)O3)ccc2o1	35.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC(C)C)C=C2C)O1	Cc1cc(OC(C)C)ccc1B1OC(C)(C)C(C)(C)O1	34.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC(F)F)C(F)=C2)O1	CC1(C)OB(c2ccc(OC(F)F)c(F)c2)OC1(C)C	94.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC(F)F)C=C2)O1	CC1(C)OB(c2ccc(OC(F)F)cc2)OC1(C)C	13.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC)C(C)=C2C)O1	COc1ccc(B2OC(C)(C)C(C)(C)O2)c(C)c1C	18.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC)C(OCCC)=C2)O1	CCCOc1cc(B2OC(C)(C)C(C)(C)O2)ccc1OC	79.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC)C=C2Cl)O1	COc1ccc(B2OC(C)(C)C(C)(C)O2)c(Cl)c1	29.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC)C=C2[N+]([O-])=O)O1	COc1ccc(B2OC(C)(C)C(C)(C)O2)c([N+](=O)[O-])c1	30.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC3=CC=CC=C3)C=C2)O1	CC1(C)OB(c2ccc(Oc3ccccc3)cc2)OC1(C)C	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC3CCCCO3)C=C2)O1	CC1(C)OB(c2ccc(OC3CCCCO3)cc2)OC1(C)C	2.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OC=C3)C3=C2)O1	CC1(C)OB(c2ccc3occc3c2)OC1(C)C	16.8	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=C(OC=N3)C3=C2)O1	CC1(C)OB(c2ccc3ocnc3c2)OC1(C)C	20.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCC3)C3=C2)O1	CC1(C)OB(c2ccc3c(c2)CCO3)OC1(C)C	9.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCC3=CC=C(Cl)C(Cl)=C3)C=C2)O1	CC1(C)OB(c2ccc(OCc3ccc(Cl)c(Cl)c3)cc2)OC1(C)C	90	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCC3CC3)C(Cl)=C2)O1	CC1(C)OB(c2ccc(OCC3CC3)c(Cl)c2)OC1(C)C	11.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCCN3)C3=C2)O1	CC1(C)OB(c2ccc3c(c2)NCCO3)OC1(C)C	79.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCCO3)C3=C2)O1	CC1(C)OB(c2ccc3c(c2)OCCO3)OC1(C)C	4.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCCOCC)C=C2)O1	CCOCCOc1ccc(B2OC(C)(C)C(C)(C)O2)cc1	29.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCCOCCCC)C=C2)O1	CCCCOCCOc1ccc(B2OC(C)(C)C(C)(C)O2)cc1	28.4	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCO3)C3=C2)O1	CC1(C)OB(c2ccc3c(c2)OCO3)OC1(C)C	2.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(OCOC)C=C2)O1	COCOc1ccc(B2OC(C)(C)C(C)(C)O2)cc1	41.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(SC(C)=N3)C3=C2)O1	Cc1nc2cc(B3OC(C)(C)C(C)(C)O3)ccc2s1	40.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(SC)C(F)=C2)O1	CSc1ccc(B2OC(C)(C)C(C)(C)O2)cc1F	23.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C(SC=N3)C3=C2)O1	CC1(C)OB(c2ccc3scnc3c2)OC1(C)C	10.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C([N+]([O-])=O)C(F)=C2)O1	CC1(C)OB(c2ccc([N+](=O)[O-])c(F)c2)OC1(C)C	31.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=C([N+]([O-])=O)C(OC)=C2)O1	COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1[N+](=O)[O-]	20.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C([N+]([O-])=O)C=C2F)O1	CC1(C)OB(c2ccc([N+](=O)[O-])cc2F)OC1(C)C	24.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3C(=C2)CCC3=O)O1	CC1(C)OB(c2ccc3c(c2)CCC3=O)OC1(C)C	23	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3C(C=CS3)=C2)O1	CC1(C)OB(c2ccc3sccc3c2)OC1(C)C	21.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3C(OC4=CC=CC=C34)=C2)O1	CC1(C)OB(c2ccc3c(c2)oc2ccccc23)OC1(C)C	5.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3C(OCCN3)=C2)O1	CC1(C)OB(c2ccc3c(c2)OCCN3)OC1(C)C	79.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3C=C4C=CC=CC4=CC3=C2)O1	CC1(C)OB(c2ccc3cc4ccccc4cc3c2)OC1(C)C	33.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3CCOC3=C2)O1	CC1(C)OB(c2ccc3c(c2)OCC3)OC1(C)C	42.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3CN(C)C(=O)C3=C2)O1	CN1Cc2ccc(B3OC(C)(C)C(C)(C)O3)cc2C1=O	30.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3N(C)C=NC3=C2)O1	Cn1cnc2cc(B3OC(C)(C)C(C)(C)O3)ccc21	53.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3N(C)CCOC3=C2)O1	CN1CCOc2cc(B3OC(C)(C)C(C)(C)O3)ccc21	64.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3N=CC=NC3=C2)O1	CC1(C)OB(c2ccc3nccnc3c2)OC1(C)C	31.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3N=COC3=C2)O1	CC1(C)OB(c2ccc3ncoc3c2)OC1(C)C	31.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=C3N=CSC3=C2)O1	CC1(C)OB(c2ccc3ncsc3c2)OC1(C)C	23.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)CN(C)C)O1	CN(C)Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1	13.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)CN3C(=O)C4=CC=CC=C4C3=O)O1	CC1(C)OB(c2cccc(CN3C(=O)c4ccccc4C3=O)c2)OC1(C)C	7.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)CN3CCN(C)CC3)O1	CN1CCN(Cc2cccc(B3OC(C)(C)C(C)(C)O3)c2)CC1	22.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=C2)S(=O)(=O)N)O1	CC1(C)OB(c2cccc(S(N)(=O)=O)c2)OC1(C)C	17.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=C2Cl)CO)O1	CC1(C)OB(c2cccc(CO)c2Cl)OC1(C)C	21.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(=N2)C#N)O1	CC1(C)OB(c2cccc(C#N)n2)OC1(C)C	69.4	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(Br)=C2F)O1	CC1(C)OB(c2cccc(Br)c2F)OC1(C)C	3.4	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(Br)=C2OC)O1	COc1c(Br)cccc1B1OC(C)(C)C(C)(C)O1	16	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(C(F)F)=C2)O1	CC1(C)OB(c2cccc(C(F)F)c2)OC1(C)C	39.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(C(F)F)=C2F)O1	CC1(C)OB(c2cccc(C(F)F)c2F)OC1(C)C	63.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(C)=C2F)O1	Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1F	3.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(C3(C)C)=C2C4=C3C=CC=C4)O1	CC1(C)c2ccccc2-c2c(B3OC(C)(C)C(C)(C)O3)cccc21	22.4	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC(C3=CC(C(C)(C)C4=C5C=CC=C4)=C5C=C3)=C2)O1	CC1(C)c2ccccc2-c2ccc(-c3cccc(B4OC(C)(C)C(C)(C)O4)c3)cc21	12.4	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC(COC)=C2)O1	COCc1cccc(B2OC(C)(C)C(C)(C)O2)c1	15.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(Cl)=C2)O1	CC1(C)OB(c2cccc(Cl)c2)OC1(C)C	2.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(Cl)=C2F)O1	CC1(C)OB(c2cccc(Cl)c2F)OC1(C)C	28.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(Cl)=N2)O1	CC1(C)OB(c2cccc(Cl)n2)OC1(C)C	13.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(F)=C2F)O1	CC1(C)OB(c2cccc(F)c2F)OC1(C)C	13.2	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC(F)=C2OC)O1	COc1c(F)cccc1B1OC(C)(C)C(C)(C)O1	19.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(I)=C2)O1	CC1(C)OB(c2cccc(I)c2)OC1(C)C	7.4	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(N3)=C2C4=C3C=CC=C4)O1	CC1(C)OB(c2cccc3[nH]c4ccccc4c23)OC1(C)C	8.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OC)=C2C)O1	COc1cccc(B2OC(C)(C)C(C)(C)O2)c1C	35.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OC)=C2Cl)O1	COc1cccc(B2OC(C)(C)C(C)(C)O2)c1Cl	15.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OC)=C2F)O1	COc1cccc(B2OC(C)(C)C(C)(C)O2)c1F	4.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OCC3=C(F)C=CC=C3F)=C2)O1	CC1(C)OB(c2cccc(OCc3c(F)cccc3F)c2)OC1(C)C	83.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OCC3=CC(F)=CC(F)=C3)=C2)O1	CC1(C)OB(c2cccc(OCc3cc(F)cc(F)c3)c2)OC1(C)C	90	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OCC3=CC=C(Cl)C(Cl)=C3)=C2)O1	CC1(C)OB(c2cccc(OCc3ccc(Cl)c(Cl)c3)c2)OC1(C)C	90	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OCC3=CC=C(Cl)C=C3Cl)=C2)O1	CC1(C)OB(c2cccc(OCc3ccc(Cl)cc3Cl)c2)OC1(C)C	94.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC(OCC3=CC=CC=C3)=C2)O1	CC1(C)OB(c2cccc(OCc3ccccc3)c2)OC1(C)C	1.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2C=CN3)O1	CC1(C)OB(c2cccc3[nH]ccc23)OC1(C)C	3.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2C=NN3)O1	CC1(C)OB(c2cccc3[nH]ncc23)OC1(C)C	27	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC3=C2C=NN3C4CCCCO4)O1	CC1(C)OB(c2cccc3c2cnn3C2CCCCO2)OC1(C)C	57.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2CCC3)O1	CC1(C)OB(c2cccc3c2CCC3)OC1(C)C	36.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2N(C)C=C3)O1	Cn1ccc2cccc(B3OC(C)(C)C(C)(C)O3)c21	60.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2NC(C)=C3)O1	Cc1cc2cccc(B3OC(C)(C)C(C)(C)O3)c2[nH]1	65	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=C2NC4=C3C=CC=C4)O1	CC1(C)OB(c2cccc3c2[nH]c2ccccc23)OC1(C)C	14.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=CC=CC=C32)O1	CC1(C)OB(c2cccc3ccccc23)OC1(C)C	1.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC3=NN(C)C=C23)O1	Cn1cc2c(B3OC(C)(C)C(C)(C)O3)cccc2n1	10.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2)O1	CC1(C)OB(c2ccccc2)OC1(C)C	0.168	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC=C2C(C)(C)C)O1	CC(C)(C)c1ccccc1B1OC(C)(C)C(C)(C)O1	60.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2CN(C)C)O1	CN(C)Cc1ccccc1B1OC(C)(C)C(C)(C)O1	19.5	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2CN)O1	CC1(C)OB(c2ccccc2CN)OC1(C)C	14.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2CNC)O1	CNCc1ccccc1B1OC(C)(C)C(C)(C)O1	23.2	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=CC=C2F)O1	CC1(C)OB(c2ccccc2F)OC1(C)C	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2N3CCCC3)O1	CC1(C)OB(c2ccccc2N2CCCC2)OC1(C)C	80.9	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2OC(F)F)O1	CC1(C)OB(c2ccccc2OC(F)F)OC1(C)C	37.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CC=C2OCC3=CC=C(F)C=C3)O1	CC1(C)OB(c2ccccc2OCc2ccc(F)cc2)OC1(C)C	94.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=CN2C)O1	Cn1cccc1B1OC(C)(C)C(C)(C)O1	10.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=CN=C2Br)O1	CC1(C)OB(c2cccnc2Br)OC1(C)C	4.2	现货目录
CC1(C)C(C)(C)OB(C2=CC=CN=C2C3=CC=CC=C3)O1	CC1(C)OB(c2cccnc2-c2ccccc2)OC1(C)C	52	现货目录
CC1(C)C(C)(C)OB(C2=CC=CO2)O1	CC1(C)OB(c2ccco2)OC1(C)C	2.1	现货目录
CC1(C)C(C)(C)OB(C2=CC=NC3=CC(Cl)=CC=C23)O1	CC1(C)OB(c2ccnc3cc(Cl)ccc23)OC1(C)C	33.8	现货目录
CC1(C)C(C)(C)OB(C2=CC=NC3=CC=CC=C23)O1	CC1(C)OB(c2ccnc3ccccc23)OC1(C)C	14.7	现货目录
CC1(C)C(C)(C)OB(C2=CC=NN2)O1	CC1(C)OB(c2ccn[nH]2)OC1(C)C	3.5	有机化学清单
CC1(C)C(C)(C)OB(C2=CC=NN2C)O1	Cn1nccc1B1OC(C)(C)C(C)(C)O1	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=NN2C3=CC=CC=C3)O1	CC1(C)OB(c2ccnn2-c2ccccc2)OC1(C)C	17.6	现货目录
CC1(C)C(C)(C)OB(C2=CC=NN2CC)O1	CCn1nccc1B1OC(C)(C)C(C)(C)O1	3.3	现货目录
CC1(C)C(C)(C)OB(C2=CC=NN2CCC)O1	CCCn1nccc1B1OC(C)(C)C(C)(C)O1	19.6	现货目录
CC1(C)C(C)(C)OB(C2=CCC(C(OC)=O)CC2)O1	COC(=O)C1CC=C(B2OC(C)(C)C(C)(C)O2)CC1	20	现货目录
CC1(C)C(C)(C)OB(C2=CCC(C(OCC)=O)CC2)O1	CCOC(=O)C1CC=C(B2OC(C)(C)C(C)(C)O2)CC1	10.7	现货目录
CC1(C)C(C)(C)OB(C2=CCC(C3=CC=CC=C3)CC2)O1	CC1(C)OB(C2=CCC(c3ccccc3)CC2)OC1(C)C	30.2	现货目录
CC1(C)C(C)(C)OB(C2=CCC(O)CC2)O1	CC1(C)OB(C2=CCC(O)CC2)OC1(C)C	70.2	现货目录
CC1(C)C(C)(C)OB(C2=CCCC2)O1	CC1(C)OB(C2=CCCC2)OC1(C)C	1.8	现货目录
CC1(C)C(C)(C)OB(C2=CCCCC2)O1	CC1(C)OB(C2=CCCCC2)OC1(C)C	2.1	现货目录
CC1(C)C(C)(C)OB(C2=CCCCO2)O1	CC1(C)OB(C2=CCCCO2)OC1(C)C	13	现货目录
CC1(C)C(C)(C)OB(C2=CCN(S(=O)(C3=CC=C(C)C=C3)=O)CC2)O1	Cc1ccc(S(=O)(=O)N2CC=C(B3OC(C)(C)C(C)(C)O3)CC2)cc1	8.3	现货目录
CC1(C)C(C)(C)OB(C2=CCNCC2)O1.[H]Cl	CC1(C)OB(C2=CCNCC2)OC1(C)C.Cl	5.3	现货目录
CC1(C)C(C)(C)OB(C2=CCSCC2)O1	CC1(C)OB(C2=CCSCC2)OC1(C)C	6.8	现货目录
CC1(C)C(C)(C)OB(C2=CN(C(C)(C(OCC)=O)C)N=C2)O1	CCOC(=O)C(C)(C)n1cc(B2OC(C)(C)C(C)(C)O2)cn1	59.6	现货目录
CC1(C)C(C)(C)OB(C2=CN(C(C)(C)C)N=C2)O1	CC(C)(C)n1cc(B2OC(C)(C)C(C)(C)O2)cn1	9.4	现货目录
CC1(C)C(C)(C)OB(C2=CN(C(C)C)C(C=C2)=O)O1	CC(C)n1cc(B2OC(C)(C)C(C)(C)O2)ccc1=O	46.5	现货目录
CC1(C)C(C)(C)OB(C2=CN(C)C3=C2C=CC=C3)O1	Cn1cc(B2OC(C)(C)C(C)(C)O2)c2ccccc21	12.7	现货目录
CC1(C)C(C)(C)OB(C2=CN(C)N=C2)O1	Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CN(C)N=C2C3=CC=CC=C3)O1	Cn1cc(B2OC(C)(C)C(C)(C)O2)c(-c2ccccc2)n1	75.5	现货目录
CC1(C)C(C)(C)OB(C2=CN(C3CCCC3)N=C2)O1	CC1(C)OB(c2cnn(C3CCCC3)c2)OC1(C)C	15	现货目录
CC1(C)C(C)(C)OB(C2=CN(C3CCCCC3)N=C2)O1	CC1(C)OB(c2cnn(C3CCCCC3)c2)OC1(C)C	71.5	现货目录
CC1(C)C(C)(C)OB(C2=CN(C3COC3)N=C2)O1	CC1(C)OB(c2cnn(C3COC3)c2)OC1(C)C	38	现货目录
CC1(C)C(C)(C)OB(C2=CN(C3COCC3)N=C2)O1	CC1(C)OB(c2cnn(C3CCOC3)c2)OC1(C)C	21.4	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC(C)C)N=C2)O1	CC(C)Cn1cc(B2OC(C)(C)C(C)(C)O2)cn1	7.5	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC)N=C2)O1	CCn1cc(B2OC(C)(C)C(C)(C)O2)cn1	9.2	有机化学清单
CC1(C)C(C)(C)OB(C2=CN(CC3=CC=C(C=C3)OC)N=C2)O1	COc1ccc(Cn2cc(B3OC(C)(C)C(C)(C)O3)cn2)cc1	21.8	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC3=CC=CC=C3)N=C2)O1	CC1(C)OB(c2cnn(Cc3ccccc3)c2)OC1(C)C	3.4	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC3=CC=CN=C3)N=C2)O1	CC1(C)OB(c2cnn(Cc3cccnc3)c2)OC1(C)C	26	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC3CC3)N=C2)O1	CC1(C)OB(c2cnn(CC3CC3)c2)OC1(C)C	19.9	现货目录
CC1(C)C(C)(C)OB(C2=CN(CC3OCCO3)N=C2)O1	CC1(C)OB(c2cnn(CC3OCCO3)c2)OC1(C)C	75.9	现货目录
CC1(C)C(C)(C)OB(C2=CN(S(=O)(C3=CC=CC=C3)=O)C4=C2C=CC=C4)O1	CC1(C)OB(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)OC1(C)C	10.4	有机化学清单
CC1(C)C(C)(C)OB(C2=CN(S(=O)(C3=CC=CC=C3)=O)N=C2)O1	CC1(C)OB(c2cnn(S(=O)(=O)c3ccccc3)c2)OC1(C)C	15.4	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(Br)C=C2)O1	CC1(C)OB(c2ccc(Br)nc2)OC1(C)C	3.7	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(Br)S2)O1	CC1(C)OB(c2cnc(Br)s2)OC1(C)C	80.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C(OC)=O)C=C2)O1	COC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1	5.9	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C(OC)OC)C=C2)O1	COC(OC)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1	50.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C)S2)O1	Cc1ncc(B2OC(C)(C)C(C)(C)O2)s1	29.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C3=NN(C)N=N3)C=C2)O1	Cn1nnc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cn2)n1	6	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C3CC3)N=C2)O1	CC1(C)OB(c2cnc(C3CC3)nc2)OC1(C)C	64.7	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)C(=O)N(C)C)O1	CN(C)C(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1	52.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)OCC(=O)OC)O1	COC(=O)COc1ccc(B2OC(C)(C)C(C)(C)O2)cn1	25.2	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(C=C2)OCC3=CC=CC=C3)O1	CC1(C)OB(c2ccc(OCc3ccccc3)nc2)OC1(C)C	9.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(Cl)C(C)=C2)O1	Cc1cc(B2OC(C)(C)C(C)(C)O2)cnc1Cl	16.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(Cl)C=C2Cl)O1	CC1(C)OB(c2cnc(Cl)cc2Cl)OC1(C)C	34.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(Cl)N2C)O1	Cn1c(B2OC(C)(C)C(C)(C)O2)cnc1Cl	18.9	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(F)C(C)=C2)O1	Cc1cc(B2OC(C)(C)C(C)(C)O2)cnc1F	57.6	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(F)C(Cl)=C2)O1	CC1(C)OB(c2cnc(F)c(Cl)c2)OC1(C)C	47	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(F)C(F)=C2)O1	CC1(C)OB(c2cnc(F)c(F)c2)OC1(C)C	28.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(F)C=C2)O1	CC1(C)OB(c2ccc(F)nc2)OC1(C)C	1.6	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(F)N=C2)O1	CC1(C)OB(c2cnc(F)nc2)OC1(C)C	23.1	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(N(C)C)C=C2)O1	CN(C)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1	20.5	现货目录
CC1(C)C(C)(C)OB(C2=CN=C(N(C)C)N=C2)O1	CN(C)c1ncc(B2OC(C)(C)C(C)(C)O2)cn1	21.6	现货目录
