SMILES	CANSMILES	price(100mg)	source
OCC1=NC=NN1CC	CCn1ncnc1CO	39.7	现货目录
OCC1=NN(C)C=C1	Cn1ccc(CO)n1	8.7	现货目录
OCC1=NN=C(Cl)C=C1	OCc1ccc(Cl)nn1	74	现货目录
OCC1=NN=C(N)S1	Nc1nnc(CO)s1	3.1	现货目录
OCC1=NN=CN1C	Cn1cnnc1CO	43.4	现货目录
OCC1=NNC(C2=CC=CC=C2)=C1	OCc1cc(-c2ccccc2)[nH]n1	13.6	现货目录
OCC1=NNC2=C1C=CC=C2	OCc1n[nH]c2ccccc12	21.2	有机化学清单
OCC1=NNC2=CC(Br)=CC=C12	OCc1n[nH]c2cc(Br)ccc12	40.8	现货目录
OCC1=NNC=C1	OCc1cc[nH]n1	25.2	有机化学清单
OCC1=NOC(C2=CC=CC=C2)=C1	OCc1cc(-c2ccccc2)on1	53.8	现货目录
OCC1C(C2)CCC2C1	OCC1CC2CCC1C2	1.9	现货目录
OCC1CC(=O)C1	O=C1CC(CO)C1	20.6	现货目录
OCC1CC(F)(F)C1	OCC1CC(F)(F)C1	3	现货目录
OCC1CC(O[Si](C)(C)C(C)(C)C)C1	CC(C)(C)[Si](C)(C)OC1CC(CO)C1	66.2	现货目录
OCC1CC1(F)F	OCC1CC1(F)F	40.1	现货目录
OCC1CC=CC1	OCC1CC=CC1	15.2	有机化学清单
OCC1CCC(=O)N1	O=C1CCC(CO)N1	4.6	现货目录
OCC1CCC(CC1)=C	C=C1CCC(CO)CC1	44.8	现货目录
OCC1CCC(CO)CC1	OCC1CCC(CO)CC1	0.08	有机化学清单
OCC1CCC(CO[Si](C)(C(C)(C)C)C)CC1	CC(C)(C)[Si](C)(C)OCC1CCC(CO)CC1	60.5	现货目录
OCC1CCC(F)(F)CC1	OCC1CCC(F)(F)CC1	3.2	现货目录
OCC1CCC([C@H]2CC[C@H](CCCCC)CC2)CC1	CCCCC[C@H]1CC[C@H](C2CCC(CO)CC2)CC1	3.6	有机化学清单
OCC1CCC1	OCC1CCC1	2.3	分子量100以下
OCC1CCC2(CC1)OCCO2	OCC1CCC2(CC1)OCCO2	3.5	现货目录
OCC1CCC=CC1	OCC1CC=CCC1	0.086	有机化学清单
OCC1CCC=CO1	OCC1CCC=CO1	1.8	现货目录
OCC1CCCC1	OCC1CCCC1	1.6	现货目录
OCC1CCCCC1	OCC1CCCCC1	1.6	现货目录
OCC1CCCCCC1	OCC1CCCCCC1	5.1	现货目录
OCC1CCCCCCC1	OCC1CCCCCCC1	20	现货目录
OCC1CCCCN1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1CCCCC1CO	1.6	现货目录
OCC1CCCCO1	OCC1CCCCO1	3.3	现货目录
OCC1CCCN1	OCC1CCCN1	2.1	现货目录
OCC1CCCN1C(OC(C)(C)C)=O	CC(C)(C)OC(=O)N1CCCC1CO	1.9	现货目录
OCC1CCCNC1	OCC1CCCNC1	1.6	现货目录
OCC1CCCO1	OCC1CCCO1	1.6	现货目录
OCC1CCN(C(OCC2=CC=CC=C2)=O)CC1	O=C(OCc1ccccc1)N1CCC(CO)CC1	1.6	现货目录
OCC1CCN(C)CC1	CN1CCC(CO)CC1	1.6	现货目录
OCC1CCN(C1)C(=O)OCC1=CC=CC=C1	O=C(OCc1ccccc1)N1CCC(CO)C1	4.2	现货目录
OCC1CCN(C2=CC=CC=C2)CC1	OCC1CCN(c2ccccc2)CC1	94.6	现货目录
OCC1CCN(C2=CC=CC=C2N)CC1	Nc1ccccc1N1CCC(CO)CC1	57.7	现货目录
OCC1CCN(CC1(F)F)C(=O)OC(C)(C)C	CC(C)(C)OC(=O)N1CCC(CO)C(F)(F)C1	52	现货目录
OCC1CCN(CC2=CC=CC=C2)CC1	OCC1CCN(Cc2ccccc2)CC1	1.8	现货目录
OCC1CCN(S(=O)(C)=O)CC1	CS(=O)(=O)N1CCC(CO)CC1	98.4	现货目录
OCC1CCNC(=O)C1	O=C1CC(CO)CCN1	82.7	现货目录
OCC1CCNC1=O	O=C1NCCC1CO	75.3	现货目录
OCC1CCNCC1	OCC1CCNCC1	1.6	现货目录
OCC1CCNCC1.[H]Cl	Cl.OCC1CCNCC1	4.7	现货目录
OCC1CCO1	OCC1CCO1	21.6	有机化学清单
OCC1CCSCC1	OCC1CCSCC1	66	现货目录
OCC1CN(C(C2=CC=CC=C2)C3=CC=CC=C3)C1	OCC1CN(C(c2ccccc2)c2ccccc2)C1	1.7	现货目录
OCC1CN(CC1)CC2=CC=CC=C2	OCC1CCN(Cc2ccccc2)C1	4.7	现货目录
OCC1CN(CC2=CC=CC=C2)CCO1	OCC1CN(Cc2ccccc2)CCO1	5.3	现货目录
OCC1CNC1.Cl	Cl.OCC1CNC1	2.9	现货目录
OCC1CNCC1	OCC1CCNC1	8	现货目录
OCC1CNCCO1	OCC1CNCCO1	46.3	现货目录
OCC1CNCCO1.[H]Cl	Cl.OCC1CNCCO1	9.4	现货目录
OCC1COC(C)(C)OC1	CC1(C)OCC(CO)CO1	2.7	现货目录
OCC1COC1	OCC1COC1	14.4	有机化学清单
OCC1COC2=C(O1)C=CC=C2	OCC1COc2ccccc2O1	2.3	现货目录
OCC1COC2=CSC=C2O1	OCC1COc2cscc2O1	2.5	现货目录
OCC1COCC1	OCC1CCOC1	1.8	现货目录
OCC1COCCC1	OCC1CCCOC1	27.4	现货目录
OCC1COCCN1CC1=CC=CC=C1	OCC1COCCN1Cc1ccccc1	16.8	有机化学清单
OCC1N(C(OC(C)(C)C)=O)CCOC1	CC(C)(C)OC(=O)N1CCOCC1CO	5.9	现货目录
OCC1N(C)CCC1	CN1CCCC1CO	2.1	现货目录
OCC1NC(=O)OC1	O=C1NC(CO)CO1	43.5	现货目录
OCC1NCCCC1	OCC1CCCCN1	1.6	现货目录
OCC1NCCN(C(OCC2=CC=CC=C2)=O)C1	O=C(OCc1ccccc1)N1CCNC(CO)C1	61.8	现货目录
OCC1NCCN(CC2=CC=CC=C2)C1	OCC1CN(Cc2ccccc2)CCN1	58.6	现货目录
OCC1NCCNC1.[H]Cl.[H]Cl	Cl.Cl.OCC1CNCCN1	14.5	现货目录
OCC1NCCOC1	OCC1COCCN1	23.9	现货目录
OCC1NCCOC1.[H]Cl	Cl.OCC1COCCN1	8.6	现货目录
OCC1OC(C)(C)OC1	CC1(C)OCC(CO)O1	1.6	现货目录
OCC1OCCO1	OCC1OCCO1	5.7	现货目录
OCC1OCCOC1	OCC1COCCO1	16.6	现货目录
OCC1OCOC1	OCC1COCO1	3.68	有机化学清单
OCC=1C=CC=2N=C(SC2C1)N	Nc1nc2ccc(CO)cc2s1	36.1	现货目录
OCC=1N=C2C(=NC1)N=C(N=C2N)N	Nc1nc(N)c2nc(CO)cnc2n1	4.8	现货目录
OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C	CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C	1.6	现货目录
OCC=CCO	OCC=CCO	0.08	分子量100以下
OCCC#CC1=CC=CC=C1	OCCC#Cc1ccccc1	69.6	现货目录
OCCC#CC1=CC=CN=C1	OCCC#Cc1cccnc1	17.4	现货目录
OCCC#C[Si](C)(C)C	C[Si](C)(C)C#CCCO	1.8	现货目录
OCCC#C[Si](CC)(CC)CC	CC[Si](C#CCCO)(CC)CC	17.6	现货目录
OCCC(C1=CC=CC=C1)C1=CC=CC=C1	OCCC(c1ccccc1)c1ccccc1	3.1	现货目录
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	2	有机化学清单
OCCC(F)(F)F	OCCC(F)(F)F	1.8	现货目录
OCCC(N)C1=CC=CC=C1F.[H]Cl	Cl.NC(CCO)c1ccccc1F	22	现货目录
OCCC(O)(C(F)(F)F)C(F)(F)F	OCCC(O)(C(F)(F)F)C(F)(F)F	21.1	现货目录
OCCC1(CCO)OCCO1	OCCC1(CCO)OCCO1	73.5	现货目录
OCCC12CC3CC(C2)CC(C3)C1	OCCC12CC3CC(CC(C3)C1)C2	3.4	有机化学清单
OCCC12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3	OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3	2.3	现货目录
OCCC1=C(C)C=C(C)C=C1C	Cc1cc(C)c(CCO)c(C)c1	2.3	现货目录
OCCC1=C(Cl)C=CC=C1Cl	OCCc1c(Cl)cccc1Cl	1.7	现货目录
OCCC1=CC(=CC=C1)C(F)(F)F	OCCc1cccc(C(F)(F)F)c1	4.2	现货目录
OCCC1=CC(Br)=NO1	OCCc1cc(Br)no1	38.7	现货目录
OCCC1=CC(Cl)=C(Cl)C=C1	OCCc1ccc(Cl)c(Cl)c1	1.9	现货目录
OCCC1=CC(Cl)=CC=C1Br	OCCc1cc(Cl)ccc1Br	24.1	现货目录
OCCC1=CC(F)=CC=C1	OCCc1cccc(F)c1	1.7	现货目录
OCCC1=CC(OC)=CC=C1Br	COc1ccc(Br)c(CCO)c1	33.1	现货目录
OCCC1=CC(OCO2)=C2C=C1	OCCc1ccc2c(c1)OCO2	59	现货目录
OCCC1=CC2=CC=CC=C2O1	OCCc1cc2ccccc2o1	79.4	现货目录
OCCC1=CC=C(Br)C=N1	OCCc1ccc(Br)cn1	25.5	现货目录
OCCC1=CC=C(C=C1)C#N	N#Cc1ccc(CCO)cc1	2.9	现货目录
OCCC1=CC=C(C=C1)C(O)=O	O=C(O)c1ccc(CCO)cc1	16.1	现货目录
OCCC1=CC=C(CBr)C=C1	OCCc1ccc(CBr)cc1	97.5	现货目录
OCCC1=CC=C(Cl)N=C1	OCCc1ccc(Cl)nc1	24.3	现货目录
OCCC1=CC=C(N)C=C1	Nc1ccc(CCO)cc1	1.6	现货目录
OCCC1=CC=C(OC)C(OC)=C1	COc1ccc(CCO)cc1OC	1.6	现货目录
OCCC1=CC=C(OC)C=C1	COc1ccc(CCO)cc1	1.6	现货目录
OCCC1=CC=C2C=CC=CC2=C1	OCCc1ccc2ccccc2c1	5.4	现货目录
OCCC1=CC=CC([N+]([O-])=O)=C1	O=[N+]([O-])c1cccc(CCO)c1	21.9	现货目录
OCCC1=CC=CC2=C1C=CC=C2	OCCc1cccc2ccccc12	1.9	现货目录
OCCC1=CC=CC=C1	OCCc1ccccc1	1.6	现货目录
OCCC1=CC=CC=C1CCO	OCCc1ccccc1CCO	67	现货目录
OCCC1=CC=CC=C1I	OCCc1ccccc1I	41.3	现货目录
OCCC1=CC=CC=C1N	Nc1ccccc1CCO	2	现货目录
OCCC1=CC=CN=C1	OCCc1cccnc1	13.5	现货目录
OCCC1=CC=CS1	OCCc1cccs1	1.6	现货目录
OCCC1=CC=NC=C1	OCCc1ccncc1	21.6	现货目录
OCCC1=CN=C(N)S1	Nc1ncc(CCO)s1	38.3	现货目录
OCCC1=CN=CC=N1	OCCc1cnccn1	73.1	现货目录
OCCC1=CN=CN=C1	OCCc1cncnc1	75	现货目录
OCCC1=CNC2=C1C=CC=C2CC	CCc1cccc2c(CCO)c[nH]c12	1.6	现货目录
OCCC1=CNC2=CC=C(Br)C=C21	OCCc1c[nH]c2ccc(Br)cc12	14.6	现货目录
OCCC1=CNC2=CC=CC=C12	OCCc1c[nH]c2ccccc12	1.8	现货目录
OCCC1=CSC=C1	OCCc1ccsc1	2	现货目录
OCCC1=NC2=CC=CC=C2C=C1	OCCc1ccc2ccccc2n1	12	现货目录
OCCC1=NC2=CC=CC=C2N1	OCCc1nc2ccccc2[nH]1	40.1	现货目录
OCCC1=NC=CC=C1	OCCc1ccccn1	1.6	现货目录
OCCC1CCCC1	OCCC1CCCC1	2	现货目录
OCCC1CCCCC1	OCCC1CCCCC1	1.6	现货目录
OCCC1CCCCN1	OCCC1CCCCN1	1.6	现货目录
OCCC1CCNCC1	OCCC1CCNCC1	2.1	现货目录
OCCC1CCNCC1.[H]Cl	Cl.OCCC1CCNCC1	2.1	现货目录
OCCC1CCOCC1	OCCC1CCOCC1	6.6	现货目录
OCCC1CNCCC1.Cl	Cl.OCCC1CCCNC1	13.5	现货目录
OCCC1CNCCN1.Cl.Cl	Cl.Cl.OCCC1CNCCN1	44.7	现货目录
OCCC1COC1	OCCC1COC1	35.5	现货目录
OCCC1N(C)CCC1	CN1CCCC1CCO	1.8	现货目录
OCCCBr	OCCCBr	1.6	现货目录
OCCCC#C[Si](C)(C)C	C[Si](C)(C)C#CCCCO	2.9	现货目录
OCCCC(C1=CC=CC=C1)O	OCCCC(O)c1ccccc1	44.8	现货目录
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	15.8	有机化学清单
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	2.48	有机化学清单
OCCCC(F)(F)C(F)(F)F	OCCCC(F)(F)C(F)(F)F	2.5	现货目录
OCCCC1=C(C)C=C(C)C=C1C	Cc1cc(C)c(CCCO)c(C)c1	68.3	现货目录
OCCCC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1	CC1(C)OB(c2ccc(CCCO)cc2)OC1(C)C	23.7	现货目录
OCCCC1=CC=C(C=C1)C#N	N#Cc1ccc(CCCO)cc1	24.6	现货目录
OCCCC1=CC=C(Cl)C=C1	OCCCc1ccc(Cl)cc1	3.2	现货目录
OCCCC1=CC=C(OC)C=C1	COc1ccc(CCCO)cc1	1.8	现货目录
OCCCC1=CC=C([N+]([O-])=O)C=C1	O=[N+]([O-])c1ccc(CCCO)cc1	61.1	现货目录
OCCCC1=CC=CC(OC)=C1	COc1cccc(CCCO)c1	45.8	现货目录
OCCCC1=CC=CC=C1	OCCCc1ccccc1	1.6	现货目录
OCCCC1=CC=CC=C1Br	OCCCc1ccccc1Br	1.6	现货目录
OCCCC1=CC=CC=N1	OCCCc1ccccn1	4.7	现货目录
OCCCC1=CC=NC=C1	OCCCc1ccncc1	2	现货目录
OCCCC1=CSC=C1	OCCCc1ccsc1	84.4	现货目录
OCCCC1CCNCC1	OCCCC1CCNCC1	4.7	现货目录
OCCCCC(F)(F)F	OCCCCC(F)(F)F	17.7	现货目录
OCCCCC(O)CO	OCCCCC(O)CO	2.1	现货目录
OCCCCC1=CC=C([N+]([O-])=O)C=C1	O=[N+]([O-])c1ccc(CCCCO)cc1	89.1	现货目录
OCCCCC1=CC=C2C=CC3=CC=CC4=C3C2=C1C=C4	OCCCCc1ccc2ccc3cccc4ccc1c2c34	68.4	现货目录
OCCCCC1=CC=NC=C1	OCCCCc1ccncc1	5.7	现货目录
OCCCCCC1(C)C2=C(N=C1C)C=CC=C2	CC1=Nc2ccccc2C1(C)CCCCCO	9	现货目录
OCCCCCCBr	OCCCCCCBr	1.6	现货目录
OCCCCCCC#C	C#CCCCCCCO	2	现货目录
OCCCCCCC=1C=CC=CC1	OCCCCCCc1ccccc1	64	现货目录
OCCCCCCCCC1=CC=CC=C1	OCCCCCCCCc1ccccc1	29	现货目录
OCCCCCCCCCCBr	OCCCCCCCCCCBr	1.6	现货目录
OCCCCCCCCCCCBr	OCCCCCCCCCCCBr	0.58	有机化学清单
OCCCCCCCCCCCCCCCCCCCC(O)=O	O=C(O)CCCCCCCCCCCCCCCCCCCO	26.7	现货目录
OCCCCCCCCCCCCCCCO	OCCCCCCCCCCCCCCCO	9.6	有机化学清单
OCCCCCCCCCCCCN	NCCCCCCCCCCCCO	41.1	现货目录
OCCCCCCCCCCCCO	OCCCCCCCCCCCCO	0.18	有机化学清单
OCCCCCCCCCCCO	OCCCCCCCCCCCO	0.4	有机化学清单
OCCCCCCCCCCCS	OCCCCCCCCCCCS	25.7	现货目录
OCCCCCCCCCCN	NCCCCCCCCCCO	30.3	现货目录
OCCCCCCCCCCO	OCCCCCCCCCCO	1.6	现货目录
OCCCCCCCCCN	NCCCCCCCCCO	91.7	现货目录
OCCCCCCCCN	NCCCCCCCCO	7.9	现货目录
OCCCCCCCN	NCCCCCCCO	11.2	现货目录
OCCCCCCN	NCCCCCCO	0.54	有机化学清单
OCCCCCCN(C)C	CN(C)CCCCCCO	2	现货目录
OCCCCCCOCC1=CC=CC=C1	OCCCCCCOCc1ccccc1	20.1	现货目录
OCCCCCCO[Si](C)(C)C(C)(C)C	CC(C)(C)[Si](C)(C)OCCCCCCO	46.2	现货目录
OCCCCCC[C@H](O)[C@H](O)CCCCCCCC(O)=O	O=C(O)CCCCCCC[C@@H](O)[C@@H](O)CCCCCCO	2	现货目录
OCCCCCNC	CNCCCCCO	58.3	现货目录
OCCCCCOCC=1C=CC=CC1	OCCCCCOCc1ccccc1	2.3	现货目录
OCCCCCOCCCCCCCl	OCCCCCOCCCCCCCl	75.3	现货目录
OCCCCCO[Si](C)(C)C(C)(C)C	CC(C)(C)[Si](C)(C)OCCCCCO	4.3	现货目录
OCCCCCl	OCCCCCl	0.58	有机化学清单
OCCCCF	OCCCCF	1.24	有机化学清单
OCCCCN	NCCCCO	2.7	分子量100以下
OCCCCN(C1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C1)C(C)C	CC(C)N(CCCCO)c1cnc(-c2ccccc2)c(-c2ccccc2)n1	52.1	现货目录
OCCCCN1CCNCC1.OC(C(O)=O)=O	O=C(O)C(=O)O.OCCCCN1CCNCC1	97.5	现货目录
OCCCCN=[N+]=[N-]	[N-]=[N+]=NCCCCO	78.1	现货目录
OCCCCNC(C)C	CC(C)NCCCCO	2.1	现货目录
OCCCCO	OCCCCO	0.03	有机化学清单
OCCCCOC=C	C=COCCCCO	0.12	有机化学清单
OCCCCOCC=1C=CC=CC1	OCCCCOCc1ccccc1	1.8	现货目录
OCCCCOCCCCO	OCCCCOCCCCO	90.3	现货目录
OCCCCSC	CSCCCCO	17.9	现货目录
OCCCC[N+]([O-])=O	O=[N+]([O-])CCCCO	48	现货目录
OCCCF	OCCCF	0.66	分子量100以下
OCCCN	NCCCO	0.027	有机化学清单
OCCCN(CC)CC	CCN(CC)CCCO	1.6	现货目录
OCCCN(CCCC)CCCC	CCCCN(CCCC)CCCO	13.8	现货目录
OCCCN.[H]Cl	Cl.NCCCO	1.9	现货目录
OCCCN1C=CN=C1	OCCCn1ccnc1	37.5	现货目录
OCCCN1CCCC1	OCCCN1CCCC1	3.4	现货目录
OCCCN1CCCCC1	OCCCN1CCCCC1	1.6	现货目录
OCCCN1CCN(C)CC1	CN1CCN(CCCO)CC1	2.2	现货目录
OCCCN1CCNCC1	OCCCN1CCNCC1	13.8	现货目录
OCCCN1CCOCC1	OCCCN1CCOCC1	1.6	现货目录
OCCCNC	CNCCCO	2.3	分子量100以下
OCCCNCC1=CC=C(OC)C=C1	COc1ccc(CNCCCO)cc1	18.1	现货目录
OCCCNCC1=CC=CC=C1	OCCCNCc1ccccc1	1.8	现货目录
OCCCO	OCCCO	0.136	分子量100以下
OCCCOC1=CC=CC=C1	OCCCOc1ccccc1	0.68	有机化学清单
OCCCOC1=CC=[N+]([O-])C(C)=C1C	Cc1c(OCCCO)cc[n+]([O-])c1C	72.3	现货目录
OCCCOCC	CCOCCCO	3.7	现货目录
OCCCOCC1=CC=CC=C1	OCCCOCc1ccccc1	1.6	现货目录
OCCCOCCCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCCOCCCO	11.3	现货目录
OCCCOCCCO	OCCCOCCCO	16.3	现货目录
OCCCOCCCOCCCO	OCCCOCCCOCCCO	94.1	现货目录
OCCCOCCN(CC1=CC=CC=C1)CC2=CC=CC=C2	OCCCOCCN(Cc1ccccc1)Cc1ccccc1	91.3	现货目录
OCCCOCCO	OCCCOCCO	65.9	现货目录
OCCCOCCOCCCO	OCCCOCCOCCCO	70.3	现货目录
OCCCS	OCCCS	0.54	有机化学清单
OCCCS(O)(=O)=O	O=S(=O)(O)CCCO	1.6	现货目录
OCCCSC	CSCCCO	1.6	现货目录
OCCCSSC(C)(C)C	CC(C)(C)SSCCCO	62.7	现货目录
OCCCSSCCCO	OCCCSSCCCO	70.9	现货目录
OCCC[C@H](NC(=O)OC(C)(C)C)CO	CC(C)(C)OC(=O)N[C@H](CO)CCCO	13.3	现货目录
OCCN(C(OC(C)(C)C)=O)C	CN(CCO)C(=O)OC(C)(C)C	1.6	现货目录
OCCN(C1=CC=CC=C1)CCO	OCCN(CCO)c1ccccc1	1.6	现货目录
OCCN(CC1=CC=CC=C1)CC1=CC=CC=C1	OCCN(Cc1ccccc1)Cc1ccccc1	0.54	有机化学清单
OCCN(CC1=CC=CC=C1)CC2CC2	OCCN(Cc1ccccc1)CC1CC1	7.4	有机化学清单
OCCN(CCO)CC1=CC=CC=C1	OCCN(CCO)Cc1ccccc1	4.1	现货目录
OCCN(CCO)CCN(CCO)CCO	OCCN(CCO)CCN(CCO)CCO	0.112	有机化学清单
OCCN(CCS(=O)(O)=O)CCO	O=S(=O)(O)CCN(CCO)CCO	1.6	现货目录
OCCN1C(=O)CSC1=O	O=C1CSC(=O)N1CCO	69.9	现货目录
OCCN1C(C=CC1=O)=O	O=C1C=CC(=O)N1CCO	8.6	现货目录
OCCN1C([N+]([O-])=O)=CN=C1C	Cc1ncc([N+](=O)[O-])n1CCO	1.6	现货目录
OCCN1C2=C(C3=C1C=CC=C3)C=CC=C2	OCCn1c2ccccc2c2ccccc21	1.8	现货目录
OCCN1C=CC2=C1C=CC=C2	OCCn1ccc2ccccc21	59.2	现货目录
OCCN1C=CN=C1	OCCn1ccnc1	0.36	有机化学清单
OCCN1CC1	OCCN1CC1	18.4	有机化学清单
OCCN1CCC(CCCC2CCNCC2)CC1	OCCN1CCC(CCCC2CCNCC2)CC1	8.4	现货目录
OCCN1CCC(CN)CC1	NCC1CCN(CCO)CC1	51.3	现货目录
OCCN1CCC1	OCCN1CCC1	78.6	现货目录
OCCN1CCCC1	OCCN1CCCC1	0.56	有机化学清单
OCCN1CCCCC1	OCCN1CCCCC1	1.6	现货目录
OCCN1CCCCCC1	OCCN1CCCCCC1	1.9	现货目录
OCCN1CCN(C2=CC=C(N)C=C2)CC1	Nc1ccc(N2CCN(CCO)CC2)cc1	36.7	现货目录
OCCN1CCN(CC1)C	CN1CCN(CCO)CC1	1.6	现货目录
OCCN1CCN(CCO)CC1	OCCN1CCN(CCO)CC1	1.6	现货目录
OCCN1CCNCC1	OCCN1CCNCC1	1.6	现货目录
OCCN1CCOCC1	OCCN1CCOCC1	0.084	有机化学清单
OCCN1CN(CCO)CN(CCO)C1	OCCN1CN(CCO)CN(CCO)C1	0.033	有机化学清单
OCCN1COCC1	OCCN1CCOC1	27.2	现货目录
OCCN1N=C(C(C)(C)C)C=C1N	CC(C)(C)c1cc(N)n(CCO)n1	56.9	现货目录
OCCN1N=C(C)C=C1C	Cc1cc(C)n(CCO)n1	37.4	现货目录
OCCN1N=C(C=C1C)N	Cc1cc(N)nn1CCO	94.1	现货目录
OCCN1N=C(N)C=C1	Nc1ccn(CCO)n1	17.2	现货目录
OCCN1N=C([N+]([O-])=O)C=C1	O=[N+]([O-])c1ccn(CCO)n1	7.4	现货目录
OCCN1N=CC(B2OC(C)(C)C(C)(C)O2)=C1	CC1(C)OB(c2cnn(CCO)c2)OC1(C)C	6.5	现货目录
OCCN1N=CC(N)=C1N.O=S(O)(O)=O	Nc1cnn(CCO)c1N.O=S(=O)(O)O	1.6	现货目录
OCCN1N=CC([N+]([O-])=O)=C1	O=[N+]([O-])c1cnn(CCO)c1	18.1	现货目录
OCCN1N=CN=C1	OCCn1cncn1	86.9	现货目录
OCCN=[N+]=[N-]	[N-]=[N+]=NCCO	16.4	分子量100以下
OCCNC(C1=CN=CC=C1)=O	O=C(NCCO)c1cccnc1	32.3	现货目录
OCCNC1=CC=CC=C1	OCCNc1ccccc1	1.6	现货目录
OCCNC1=NC=CC=C1	OCCNc1ccccn1	34	现货目录
OCCNC1CCCCC1	OCCNC1CCCCC1	1.7	现货目录
OCCNCC1=CC=C(OCC2=CC=CC=C2)C(OCC3=CC=CC=C3)=C1	OCCNCc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1	22.7	现货目录
OCCNCC1=CC=CC=C1	OCCNCc1ccccc1	1.6	现货目录
OCCNCCNCCO	OCCNCCNCCO	0.66	有机化学清单
OCCO	OCCO	0.184	有机化学清单
OCCOC(C)(C)C	CC(C)(C)OCCO	1.6	现货目录
OCCOC1=C(Cl)C=C(N)C=C1Cl	Nc1cc(Cl)c(OCCO)c(Cl)c1	41.6	现货目录
OCCOC1=CC=C(OCCO)C=C1	OCCOc1ccc(OCCO)cc1	0.03	有机化学清单
OCCOC1=CC=CC=C1	OCCOc1ccccc1	0.029	有机化学清单
OCCOC1CC1	OCCOC1CC1	8.7	现货目录
OCCOC1CCCCO1	OCCOC1CCCCO1	10.8	有机化学清单
OCCOCC#CCOCCO	OCCOCC#CCOCCO	0.128	有机化学清单
OCCOCC1=CC=CC=C1	OCCOCc1ccccc1	0.104	有机化学清单
OCCOCCN(CC1=CC=CC=C1)CC2=CC=CC=C2	OCCOCCN(Cc1ccccc1)Cc1ccccc1	18.5	现货目录
OCCOCCN1CCNCC1	OCCOCCN1CCNCC1	1.6	现货目录
OCCOCCNC	CNCCOCCO	77.4	现货目录
OCCOCCO	OCCOCCO	0.072	有机化学清单
OCCOCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3	OCCOCCOC(c1ccccc1)(c1ccccc1)c1ccccc1	8.8	有机化学清单
OCCOCCOC1=CC=CC=C1	OCCOCCOc1ccccc1	0.484	有机化学清单
OCCOCCOCC1CCCO1	OCCOCCOCC1CCCO1	88.9	现货目录
OCCOCCOCCO	OCCOCCOCCO	0.022	有机化学清单
OCCOCCOCCOC	COCCOCCOCCO	0.192	有机化学清单
OCCOCCOCCOC1CCCCO1	OCCOCCOCCOC1CCCCO1	12.5	有机化学清单
OCCOCCOCCOCCCC	CCCCOCCOCCOCCO	0.032	有机化学清单
OCCOCCOCCOCCO	OCCOCCOCCOCCO	1.6	现货目录
OCCOCCOCCOCCOCCO	OCCOCCOCCOCCOCCO	1.8	现货目录
OCCOCCOCCOCCOCCOCC1=CC=CC=C1	OCCOCCOCCOCCOCCOCc1ccccc1	6.2	有机化学清单
OCCOCCOCCOCCOCCOCCO	OCCOCCOCCOCCOCCOCCO	2.5	有机化学清单
OCCOCCOCCOCCOCCOCCOCCO	OCCOCCOCCOCCOCCOCCOCCO	24	有机化学清单
OCCOCCOCCOCCOCCOCCOCCOCCO	OCCOCCOCCOCCOCCOCCOCCOCCO	2.2	现货目录
OCCOCCOCCOS(C1=CC=C(C)C=C1)(=O)=O	Cc1ccc(S(=O)(=O)OCCOCCOCCO)cc1	9.8	现货目录
OCCOCCOS(C1=CC=C(C)C=C1)(=O)=O	Cc1ccc(S(=O)(=O)OCCOCCO)cc1	50.6	现货目录
OCCOCCO[Si](C)(C)C(C)(C)C	CC(C)(C)[Si](C)(C)OCCOCCO	2	现货目录
OCCS(=O)(O[Na])=O	O=S(=O)(CCO)O[Na]	1.6	现货目录
OCCS(=O)([O-])=O.[NH4+]	O=S(=O)([O-])CCO.[NH4+]	0.128	有机化学清单
OCCSC1=CC=CC=C1	OCCSc1ccccc1	0.86	有机化学清单
OCCSCCSCCO	OCCSCCSCCO	2.3	现货目录
OCCSSCCO	OCCSSCCO	3.7	现货目录
OCC[C@@H](C(O)=O)NC(OC(C)(C)C)=O	CC(C)(C)OC(=O)N[C@@H](CCO)C(=O)O	8	有机化学清单
OCC[C@@H](C1=CC=C(Cl)C=C1)N	N[C@@H](CCO)c1ccc(Cl)cc1	28.1	现货目录
OCC[C@@H](N)C1=CC=CC=C1	N[C@H](CCO)c1ccccc1	4.5	现货目录
