smarts	smarts_inner_marked	smarts_marked_oxygen
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1c(ccc[c:2]1)[#16]2	[#16]2([c]3([c]([#7][c]1([c](#[#8])[c][c][c][c]12))[c][c][c][c]3))
[c]12[c][c][c][c][c]1[#7][c]1[c]([c][c][c][c]1)[#16]2	c12ccccc1[#7]c1c(cccc1)[#16:2]2	[#16]1(#[#8])([c]3([c]([#7][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3[c:2]cccc3nc1cccc2	[n]2([c]1([c]([c](#[#8])[c][c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3c[c:2]ccc3nc1cccc2	[n]2([c]1([c]([c][c](#[#8])[c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3cc[c:2]cc3nc1cccc2	[n]2([c]1([c][c](#[#8])[c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccc[c:2]c3nc1cccc2	[n]2([c]1([c](#[#8])[c][c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3[n:2]c1cccc2	[n]1(#[#8])([c]3([c]([c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1[c:2]ccc2	[n]2([c]1([c](#[#8])[c][c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1c[c:2]cc2	[n]2([c]1([c][c](#[#8])[c][c][c]1[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1cc[c:2]c2	[n]2([c]1([c]([c][c](#[#8])[c][c]1)[c]3([c]2[c][c][c][c]3)))
[c]1([c]([c][c][c][c]3)[c]3[n]2)[c]2[c][c][c][c]1	c12c3ccccc3nc1ccc[c:2]2	[n]2([c]1([c]([c](#[#8])[c][c][c]1)[c]3([c]2[c][c][c][c]3)))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6:2]12[#6][#6]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7]3)#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6:2][#6]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6:2]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3)))#[#8]
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6:2]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1([#6][#6]([#6]2)[#7]3)#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6:2][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6:2]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7]3)#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6]([#7:2]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6:2][#6]([#7]3)[#6]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8]))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6:2]([#7]3)[#6]2	[#6]1([#6]2([#6][#6]3([#6][#6]1[#6][#6]([#6]2)([#7]3)#[#8])))
[#6]1([#6]2)[#6][#6]([#6][#6]2[#7]3)[#6][#6]3[#6]1	[#6]12[#6][#6]3[#6][#6]([#6]1)[#6][#6]([#7]3)[#6:2]2	[#6]1([#6]2([#6]([#6]3([#6][#6]1[#6][#6]([#6]2)[#7]3))#[#8]))
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6:2]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6][#6]32([#6][#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6:2][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]([#6]21([#6][#6][#6][#6][#6]2))[#6][#6][#6][#6]3))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6:2][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]2([#6]1[#6][#6][#6][#6]2))([#6][#6][#6][#6][#6]3))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6:2][#6][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6:2][#6][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6:2][#6][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6][#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6:2][#6]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6:2]3)[#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6:2]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6]3([#6][#6]2)([#6][#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6:2][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6][#6]32([#6][#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6:2][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6][#6]32([#6][#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6]3([#6][#6]2)([#6][#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6][#6]23[#6][#6][#6][#6][#6]3)[#6]2[#6][#6][#6][#6]1	[#6]12[#6][#6][#6]3([#6][#6][#6][#6][#6]3)[#6]1[#6][#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6]3([#6][#6]2)([#6][#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6:2]12[#6]3([#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6]3([#6][#6]2)([#6][#6][#6]3))#[#8]))
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6:2][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6:2][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]21([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6:2]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6:2][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]2([#6]1[#6][#6][#6][#6]2))([#6][#6][#6]3))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6:2][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]([#6]21([#6][#6][#6]2))[#6][#6][#6][#6]3))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6][#6:2]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6][#6]32([#6][#6][#6]3))#[#8]))
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6][#6]1[#6:2][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6]3([#6][#6]2)([#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6][#6]1[#6][#6:2][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6]3([#6][#6]2)([#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6][#6]32([#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6][#6]32([#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6:2]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6]3([#6][#6]2)([#6][#6][#6][#6]3))#[#8]))
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6:2][#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6:2][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6:2][#6]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6:2]3)[#6][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6][#6]1)([#6]3([#6]([#6][#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6:2][#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]2([#6]1[#6][#6][#6][#6]2))([#6][#6][#6][#6]3))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6:2][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]3([#6]([#6]21([#6][#6][#6][#6]2))[#6][#6][#6][#6]3))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6:2]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6][#6]32([#6][#6][#6][#6]3))#[#8]))
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6]1[#6:2][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6]3([#6][#6]2)([#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6]1[#6][#6:2][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6]3([#6][#6]2)([#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6][#6]32([#6][#6][#6][#6]3)))#[#8])
[#6]1([#6]3([#6][#6][#6][#6]3)[#6][#6]2)[#6]2[#6][#6][#6][#6]1	[#6]12[#6]3([#6][#6][#6][#6]3)[#6][#6][#6]1[#6][#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6][#6]32([#6][#6][#6][#6]3)))#[#8])
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12[c:2]c3ccccc3cc1cccc2	[#8]#[c]1([c]3([c]([c][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3[c:2]cccc3cc1cccc2	[#8]#[c]1([c]2([c]([c][c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3c[c:2]ccc3cc1cccc2	[#8]#[c]1([c][c]2([c]([c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3cc[c:2]cc3cc1cccc2	[#8]#[c]1([c][c]2([c]([c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccc[c:2]c3cc1cccc2	[#8]#[c]1([c]2([c]([c][c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccccc3[c:2]c1cccc2	[#8]#[c]1([c]3([c]([c][c]2([c]1[c][c][c][c]2))[c][c][c][c]3))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccccc3cc1[c:2]ccc2	[#8]#[c]1([c]2([c]([c][c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccccc3cc1c[c:2]cc2	[#8]#[c]1([c][c]2([c]([c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccccc3cc1cc[c:2]c2	[#8]#[c]1([c][c]2([c]([c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[c]1([c][c]([c][c][c][c]3)[c]3[c]2)[c]2[c][c][c][c]1	c12cc3ccccc3cc1ccc[c:2]2	[#8]#[c]1([c]2([c]([c][c][c]1)[c][c]3([c]([c]2)[c][c][c][c]3)))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6:2]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6:2][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)[#6]([#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6:2]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6:2][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6:2][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6:2][#6][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6:2][#6]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6:2]3[#6][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6:2][#6]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)[#6]([#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6:2]1[#6][#6][#6][#6]2	[#6]1([#6]2([#6]([#6][#6][#6]1)([#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3))#[#8]))
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6:2][#6][#6][#6]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6:2][#6][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6:2][#6]2	[#6]1([#6]([#6][#6]2([#6]([#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]1([#6][#6]2[#6][#6][#6][#6][#6]2[#6]3)[#6]3[#6][#6][#6][#6]1	[#6]12[#6][#6]3[#6][#6][#6][#6][#6]3[#6][#6]1[#6][#6][#6][#6:2]2	[#6]1([#6]([#6]2([#6]([#6][#6]1)[#6][#6]3([#6]([#6]2)[#6][#6][#6][#6]3)))#[#8])
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6:2])(c1ccccc1)(c1ccccc1)c1ccccc1	[#6]([#6]#[#8])([c]1([c][c][c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1[c:2]cccc1)(c1ccccc1)c1ccccc1	[#6]([#6])([c]1([c](#[#8])[c][c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1c[c:2]ccc1)(c1ccccc1)c1ccccc1	[#6]([#6])([c]1([c][c](#[#8])[c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1cc[c:2]cc1)(c1ccccc1)c1ccccc1	[#6]([#6])([c]1([c][c][c](#[#8])[c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1ccc[c:2]c1)(c1ccccc1)c1ccccc1	[#6]([#6])([c]1([c][c](#[#8])[c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1cccc[c:2]1)(c1ccccc1)c1ccccc1	[#6]([#6])([c]1([c](#[#8])[c][c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1ccccc1)(c1[c:2]cccc1)c1ccccc1	[#6]([#6])([c]1([c](#[#8])[c][c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1ccccc1)(c1c[c:2]ccc1)c1ccccc1	[#6]([#6])([c]1([c][c](#[#8])[c][c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
[#6]([#6])([c]1[c][c][c][c][c]1)([c]1[c][c][c][c][c]1)[c]1[c][c][c][c][c]1	[#6]([#6])(c1ccccc1)(c1cc[c:2]cc1)c1ccccc1	[#6]([#6])([c]1([c][c][c](#[#8])[c][c]1))([c]2([c][c][c][c][c]2))[c]3([c][c][c][c][c]3)
