smarts	smarts_marked	smarts_marked_oxygen
[#7]1=[#7][#6][#6][#6]1	[#7]1=[#7:1][#6:2][#6][#6]1	[#6]1([#6][#6]([#7](=[#7]1)#[#8])#[#8])
[#7]1=[#7][#6][#6][#6]1	[#7]1=[#7][#6:1][#6:2][#6]1	[#6]1([#6]([#6]([#7]=[#7]1)#[#8])#[#8])
[#7]1=[#7][#6][#6][#6]1	[#7:1]1=[#7:2][#6][#6][#6]1	[#6]1([#6][#6][#7](=[#7]1#[#8])#[#8])
[#7]1=[#7][#6][#6][#6]1	[#7]1=[#7][#6][#6:1][#6:2]1	[#6]1([#6]([#6]([#7]=[#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6]1[#6][#6:1][#7:2][#14][#7]1	[#6]1([#6][#6]([#7]([#14][#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6]1[#6][#6][#7:1][#14:2][#7]1	[#6]1([#6][#6][#7]([#14]([#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6]1[#6][#6][#7][#14:1][#7:2]1	[#6]1([#6][#6][#7]([#14]([#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6:1]1[#6:2][#6][#7][#14][#7]1	[#6]1([#6]([#6]([#7][#14][#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6:2]1[#6][#6][#7][#14][#7:1]1	[#6]1([#6][#6]([#7]([#14][#7]1)#[#8])#[#8])
[#6]1[#6][#6][#7][#14][#7]1	[#6]1[#6:1][#6:2][#7][#14][#7]1	[#6]1([#6]([#6]([#7][#14][#7]1)#[#8])#[#8])
[#16]1[#7]=[#6][#16][#6]1	[#16:1]1[#7:2]=[#6][#16][#6]1	[#6]1([#16][#6][#16]([#7]=1#[#8])#[#8])
[#16]1[#7]=[#6][#16][#6]1	[#16]1[#7:1]=[#6:2][#16][#6]1	[#6]1([#16][#6][#16][#7]=1#[#8])#[#8]
[#16]1[#7]=[#6][#16][#6]1	[#16]1[#7]=[#6:1][#16:2][#6]1	[#6]1([#16]([#6][#16][#7]=1)#[#8])#[#8]
[#16]1[#7]=[#6][#16][#6]1	[#16]1[#7]=[#6][#16:1][#6:2]1	[#6]1([#16]([#6]([#16][#7]=1)#[#8])#[#8])
[#16]1[#7]=[#6][#16][#6]1	[#16:2]1[#7]=[#6][#16][#6:1]1	[#6]1([#16][#6]([#16]([#7]=1)#[#8])#[#8])
[#6]1=[#6][#5][#6]=[#5]1	[#6:1]1=[#6:2][#5][#6]=[#5]1	[#6]1(=[#6]([#5]=[#6][#5]1)#[#8])#[#8]
[#6]1=[#6][#5][#6]=[#5]1	[#6]1=[#6:1][#5:2][#6]=[#5]1	[#6]1(=[#6][#5]=[#6][#5]1#[#8])#[#8]
[#6]1=[#6][#5][#6]=[#5]1	[#6]1=[#6][#5:1][#6:2]=[#5]1	[#6]1(=[#6][#5]=[#6]([#5]1#[#8])#[#8])
[#6]1=[#6][#5][#6]=[#5]1	[#6:2]1=[#6][#5][#6]=[#5:1]1	[#6]1(=[#6]([#5](=[#6][#5]1)#[#8])#[#8])
[#6]1=[#6][#5][#6]=[#5]1	[#6]1=[#6][#5][#6:1]=[#5:2]1	[#6]1(=[#6][#5](=[#6]([#5]1)#[#8])#[#8])
[#14]1[#6]=[#6][#6]=[#6]1	[#14]1[#6:1]=[#6:2][#6]=[#6]1	[#6]1(=[#6]([#6]=[#6][#14]1)#[#8])#[#8]
[#14]1[#6]=[#6][#6]=[#6]1	[#14:2]1[#6]=[#6][#6]=[#6:1]1	[#6]1(=[#6][#6]=[#6]([#14]1#[#8])#[#8])
[#14]1[#6]=[#6][#6]=[#6]1	[#14]1[#6]=[#6:1][#6:2]=[#6]1	[#6]1(=[#6]([#6](=[#6][#14]1)#[#8])#[#8])
[#14]1[#6]=[#6][#6]=[#6]1	[#14:1]1[#6:2]=[#6][#6]=[#6]1	[#6]1(=[#6][#6]=[#6]([#14]1#[#8])#[#8])
[#14]1[#6]=[#6][#6]=[#6]1	[#14]1[#6]=[#6][#6:1]=[#6:2]1	[#6]1(=[#6]([#6]=[#6][#14]1)#[#8])#[#8]
[#8]1[#6]=[#6][#6][#7]1	[#8]1[#6:1]=[#6:2][#6][#7]1	[#6]1(=[#6]([#6][#7][#8]1)#[#8])#[#8]
[#8]1[#6]=[#6][#6][#7]1	[#8]1[#6]=[#6:1][#6:2][#7]1	[#6]1(=[#6]([#6]([#7][#8]1)#[#8])#[#8])
[#8]1[#6]=[#6][#6][#7]1	[#8:2]1[#6]=[#6][#6][#7:1]1	[#6]1(=[#6][#6][#7](#[#8])[#8]1#[#8])
[#8]1[#6]=[#6][#6][#7]1	[#8:1]1[#6:2]=[#6][#6][#7]1	[#6]1(=[#6][#6][#7][#8]1#[#8])#[#8]
[#8]1[#6]=[#6][#6][#7]1	[#8]1[#6]=[#6][#6:1][#7:2]1	[#6]1(=[#6][#6]([#7](#[#8])[#8]1)#[#8])
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6]1=[#7:1][#6:2]=[#7][#6][#7&H1]1	[#6]1(=[#7]([#6](=[#7][#6][#7;H1]1)#[#8])#[#8])
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6]1=[#7][#6:1]=[#7:2][#6][#7&H1]1	[#6]1(=[#7][#6](=[#7]([#6][#7;H1]1)#[#8])#[#8])
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6:1]1=[#7:2][#6]=[#7][#6][#7&H1]1	[#6]1(=[#7]([#6]=[#7][#6][#7;H1]1)#[#8])#[#8]
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6]1=[#7][#6]=[#7][#6:1][#7&H1:2]1	[#6]1(=[#7][#6]=[#7][#6]([#7;H1]1#[#8])#[#8])
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6]1=[#7][#6]=[#7:1][#6:2][#7&H1]1	[#6]1(=[#7][#6]=[#7]([#6]([#7;H1]1)#[#8])#[#8])
[#6]1=[#7][#6]=[#7][#6][#7;H1]1	[#6:2]1=[#7][#6]=[#7][#6][#7&H1:1]1	[#6]1(=[#7][#6]=[#7][#6][#7;H1]1#[#8])#[#8]
[#15]1[#16][#6][#6][#16]1	[#15]1[#16][#6:1][#6:2][#16]1	[#6]1([#6]([#16][#15][#16]1)#[#8])#[#8]
[#15]1[#16][#6][#6][#16]1	[#15]1[#16:1][#6:2][#6][#16]1	[#6]1([#6]([#16]([#15][#16]1)#[#8])#[#8])
[#15]1[#16][#6][#6][#16]1	[#15]1[#16][#6][#6:1][#16:2]1	[#6]1([#6]([#16]([#15][#16]1)#[#8])#[#8])
[#15]1[#16][#6][#6][#16]1	[#15:2]1[#16][#6][#6][#16:1]1	[#6]1([#6][#16]([#15]([#16]1)#[#8])#[#8])
[#15]1[#16][#6][#6][#16]1	[#15:1]1[#16:2][#6][#6][#16]1	[#6]1([#6][#16]([#15]([#16]1)#[#8])#[#8])
[#8]1[#6][#6]=[#7][#6]1	[#8]1[#6][#6]=[#7:1][#6:2]1	[#6]1([#6]=[#7]([#6](#[#8])[#8]1)#[#8])
[#8]1[#6][#6]=[#7][#6]1	[#8:1]1[#6:2][#6]=[#7][#6]1	[#6]1([#6]=[#7][#6][#8]1#[#8])#[#8]
[#8]1[#6][#6]=[#7][#6]1	[#8]1[#6:1][#6:2]=[#7][#6]1	[#6]1([#6](=[#7][#6][#8]1)#[#8])#[#8]
[#8]1[#6][#6]=[#7][#6]1	[#8:2]1[#6][#6]=[#7][#6:1]1	[#6]1([#6]=[#7][#6](#[#8])[#8]1#[#8])
[#8]1[#6][#6]=[#7][#6]1	[#8]1[#6][#6:1]=[#7:2][#6]1	[#6]1([#6](=[#7]([#6][#8]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6][#6]1	[#7]1=[#6][#6:1][#6:2][#6][#6]1	[#6]1([#6][#6]([#6]([#6]=[#7]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6][#6]1	[#7]1=[#6][#6][#6:1][#6:2][#6]1	[#6]1([#6]([#6]([#6][#6]=[#7]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6][#6]1	[#7]1=[#6][#6][#6][#6:1][#6:2]1	[#6]1([#6]([#6][#6][#6]=[#7]1)#[#8])#[#8]
[#7]1=[#6][#6][#6][#6][#6]1	[#7:1]1=[#6:2][#6][#6][#6][#6]1	[#6]1([#6][#6][#6][#6](=[#7]1#[#8])#[#8])
[#7]1=[#6][#6][#6][#6][#6]1	[#7]1=[#6:1][#6:2][#6][#6][#6]1	[#6]1([#6][#6][#6]([#6](=[#7]1)#[#8])#[#8])
[#7]1=[#6][#6][#6][#6][#6]1	[#7:2]1=[#6][#6][#6][#6][#6:1]1	[#6]1([#6][#6][#6][#6]=[#7]1#[#8])#[#8]
[#6]1[#6][#6][#6][#7+]1	[#6]1[#6][#6:1][#6:2][#7&+]1	[#6]1([#6]([#6][#6][#7;+1]1)#[#8])#[#8]
[#6]1[#6][#6][#6][#7+]1	[#6]1[#6:1][#6:2][#6][#7&+]1	[#6]1([#6]([#6]([#6][#7;+1]1)#[#8])#[#8])
[#6]1[#6][#6][#6][#7+]1	[#6]1[#6][#6][#6:1][#7&+:2]1	[#6]1([#6][#6][#6]([#7;+1]1#[#8])#[#8])
[#6]1[#6][#6][#6][#7+]1	[#6:1]1[#6:2][#6][#6][#7&+]1	[#6]1([#6]([#6][#6][#7;+1]1)#[#8])#[#8]
[#6]1[#6][#6][#6][#7+]1	[#6:2]1[#6][#6][#6][#7&+:1]1	[#6]1([#6][#6][#6]([#7;+1]1#[#8])#[#8])
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8]1[#7:1]=[#6:2][#7&H1][#6][#6]1	[#6]1([#6][#7;H1][#6](=[#7](#[#8])[#8]1)#[#8])
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8]1[#7]=[#6:1][#7&H1:2][#6][#6]1	[#6]1([#6][#7;H1]([#6](=[#7][#8]1)#[#8])#[#8])
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8]1[#7]=[#6][#7&H1][#6:1][#6:2]1	[#6]1([#6]([#7;H1][#6]=[#7][#8]1)#[#8])#[#8]
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8]1[#7]=[#6][#7&H1:1][#6:2][#6]1	[#6]1([#6]([#7;H1]([#6]=[#7][#8]1)#[#8])#[#8])
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8:1]1[#7:2]=[#6][#7&H1][#6][#6]1	[#6]1([#6][#7;H1][#6]=[#7](#[#8])[#8]1#[#8])
[#8]1[#7]=[#6][#7;H1][#6][#6]1	[#8:2]1[#7]=[#6][#7&H1][#6][#6:1]1	[#6]1([#6][#7;H1][#6]=[#7][#8]1#[#8])#[#8]
[#7]1[#6]=[#6][#8][#6][#6]1	[#7]1[#6]=[#6][#8][#6:1][#6:2]1	[#6]1(=[#6][#7][#6]([#6](#[#8])[#8]1)#[#8])
[#7]1[#6]=[#6][#8][#6][#6]1	[#7]1[#6:1]=[#6:2][#8][#6][#6]1	[#6]1(=[#6]([#7][#6][#6][#8]1)#[#8])#[#8]
[#7]1[#6]=[#6][#8][#6][#6]1	[#7:1]1[#6:2]=[#6][#8][#6][#6]1	[#6]1(=[#6]([#7]([#6][#6][#8]1)#[#8])#[#8])
[#7]1[#6]=[#6][#8][#6][#6]1	[#7]1[#6]=[#6:1][#8:2][#6][#6]1	[#6]1(=[#6][#7][#6][#6][#8]1#[#8])#[#8]
[#7]1[#6]=[#6][#8][#6][#6]1	[#7]1[#6]=[#6][#8:1][#6:2][#6]1	[#6]1(=[#6][#7][#6][#6](#[#8])[#8]1#[#8])
[#7]1[#6]=[#6][#8][#6][#6]1	[#7:2]1[#6]=[#6][#8][#6][#6:1]1	[#6]1(=[#6][#7]([#6]([#6][#8]1)#[#8])#[#8])
[#16]1[#6][#6][#8][#6]=[#6]1	[#16:1]1[#6:2][#6][#8][#6]=[#6]1	[#6]1(=[#6][#16]([#6]([#6][#8]1)#[#8])#[#8])
[#16]1[#6][#6][#8][#6]=[#6]1	[#16]1[#6:1][#6:2][#8][#6]=[#6]1	[#6]1(=[#6][#16][#6]([#6](#[#8])[#8]1)#[#8])
[#16]1[#6][#6][#8][#6]=[#6]1	[#16:2]1[#6][#6][#8][#6]=[#6:1]1	[#6]1(=[#6]([#16]([#6][#6][#8]1)#[#8])#[#8])
[#16]1[#6][#6][#8][#6]=[#6]1	[#16]1[#6][#6][#8][#6:1]=[#6:2]1	[#6]1(=[#6]([#16][#6][#6][#8]1)#[#8])#[#8]
[#16]1[#6][#6][#8][#6]=[#6]1	[#16]1[#6][#6][#8:1][#6:2]=[#6]1	[#6]1(=[#6][#16][#6][#6][#8]1#[#8])#[#8]
[#16]1[#6][#6][#8][#6]=[#6]1	[#16]1[#6][#6:1][#8:2][#6]=[#6]1	[#6]1(=[#6][#16][#6][#6](#[#8])[#8]1#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6]1[#6][#6][#16:1][#16:2][#16]1	[#6]1([#6][#6][#16]([#16]([#16]1)#[#8])#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6]1[#6][#6:1][#16:2][#16][#16]1	[#6]1([#6][#6]([#16]([#16][#16]1)#[#8])#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6:1]1[#6:2][#6][#16][#16][#16]1	[#6]1([#6]([#6]([#16][#16][#16]1)#[#8])#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6:2]1[#6][#6][#16][#16][#16:1]1	[#6]1([#6][#6]([#16]([#16][#16]1)#[#8])#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6]1[#6][#6][#16][#16:1][#16:2]1	[#6]1([#6][#6][#16]([#16]([#16]1)#[#8])#[#8])
[#6]1[#6][#6][#16][#16][#16]1	[#6]1[#6:1][#6:2][#16][#16][#16]1	[#6]1([#6]([#6]([#16][#16][#16]1)#[#8])#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8]1[#6][#6][#7&+:1][#6:2][#6]1	[#6]1([#6]([#7;+1]([#6][#6][#8]1)#[#8])#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8:2]1[#6][#6][#7&+][#6][#6:1]1	[#6]1([#6][#7;+1][#6][#6](#[#8])[#8]1#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8:1]1[#6:2][#6][#7&+][#6][#6]1	[#6]1([#6][#7;+1][#6][#6](#[#8])[#8]1#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8]1[#6:1][#6:2][#7&+][#6][#6]1	[#6]1([#6][#7;+1][#6]([#6](#[#8])[#8]1)#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8]1[#6][#6][#7&+][#6:1][#6:2]1	[#6]1([#6][#7;+1][#6]([#6](#[#8])[#8]1)#[#8])
[#8]1[#6][#6][#7+][#6][#6]1	[#8]1[#6][#6:1][#7&+:2][#6][#6]1	[#6]1([#6]([#7;+1]([#6][#6][#8]1)#[#8])#[#8])
[#7]1[#6]=[#6][#6]1	[#7:1]1[#6:2]=[#6][#6]1	[#6]1(=[#6][#6][#7]1#[#8])#[#8]
[#7]1[#6]=[#6][#6]1	[#7]1[#6:1]=[#6:2][#6]1	[#6]1(=[#6]([#6][#7]1)#[#8])#[#8]
[#7]1[#6]=[#6][#6]1	[#7]1[#6]=[#6:1][#6:2]1	[#6]1(=[#6]([#6]([#7]1)#[#8])#[#8])
[#7]1[#6]=[#6][#6]1	[#7:2]1[#6]=[#6][#6:1]1	[#6]1(=[#6][#6]([#7]1#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6]1=[#6][#6]=[#6][#7:1][#7:2]1	[#6]1(=[#6][#6]=[#6][#7]([#7]1#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6]1=[#6][#6:1]=[#6:2][#7][#7]1	[#6]1(=[#6]([#6]=[#6][#7][#7]1)#[#8])#[#8]
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6]1=[#6:1][#6:2]=[#6][#7][#7]1	[#6]1(=[#6]([#6](=[#6][#7][#7]1)#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6]1=[#6][#6]=[#6:1][#7:2][#7]1	[#6]1(=[#6][#6]=[#6]([#7]([#7]1)#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6:2]1=[#6][#6]=[#6][#7][#7:1]1	[#6]1(=[#6][#6]=[#6]([#7]([#7]1)#[#8])#[#8])
[#6]1=[#6][#6]=[#6][#7][#7]1	[#6:1]1=[#6:2][#6]=[#6][#7][#7]1	[#6]1(=[#6]([#6]=[#6][#7][#7]1)#[#8])#[#8]
[#6]1[#6][#16][#8]1	[#6]1[#6:1][#16:2][#8]1	[#6]1([#6]([#16](#[#8])[#8]1)#[#8])
[#6]1[#6][#16][#8]1	[#6:2]1[#6][#16][#8:1]1	[#6]1([#6][#16][#8]1#[#8])#[#8]
[#6]1[#6][#16][#8]1	[#6:1]1[#6:2][#16][#8]1	[#6]1([#6]([#16][#8]1)#[#8])#[#8]
[#6]1[#6][#16][#8]1	[#6]1[#6][#16:1][#8:2]1	[#6]1([#6][#16](#[#8])[#8]1#[#8])
[#7]1[#6][#34][#6]=[#6]1	[#7]1[#6][#34][#6:1]=[#6:2]1	[#6]1(=[#6]([#34][#6][#7]1)#[#8])#[#8]
[#7]1[#6][#34][#6]=[#6]1	[#7]1[#6:1][#34:2][#6]=[#6]1	[#6]1(=[#6][#34]([#6]([#7]1)#[#8])#[#8])
[#7]1[#6][#34][#6]=[#6]1	[#7:2]1[#6][#34][#6]=[#6:1]1	[#6]1(=[#6][#34][#6][#7]1#[#8])#[#8]
[#7]1[#6][#34][#6]=[#6]1	[#7:1]1[#6:2][#34][#6]=[#6]1	[#6]1(=[#6][#34][#6]([#7]1#[#8])#[#8])
[#7]1[#6][#34][#6]=[#6]1	[#7]1[#6][#34:1][#6:2]=[#6]1	[#6]1(=[#6]([#34]([#6][#7]1)#[#8])#[#8])
[s]1[c][c][c][p]1	s1[c:1][c:2]cp1	[p]1([s][c](#[#8])[c](#[#8])[c]1)
[s]1[c][c][c][p]1	s1c[c:1][c:2]p1	[p]1([s][c][c](#[#8])[c]1#[#8])
[s]1[c][c][c][p]1	[s:2]1ccc[p:1]1	[p]1([s](#[#8])[c][c][c]1)#[#8]
[s]1[c][c][c][p]1	[s:1]1[c:2]ccp1	[p]1([s](#[#8])[c](#[#8])[c][c]1)
[s]1[c][c][c][p]1	s1cc[c:1][p:2]1	[p]1([s][c][c][c]1#[#8])#[#8]
[#16]1[#15][#6][#6]=[#6]1	[#16:1]1[#15:2][#6][#6]=[#6]1	[#6]1(=[#6][#6][#15]([#16]1#[#8])#[#8])
[#16]1[#15][#6][#6]=[#6]1	[#16]1[#15:1][#6:2][#6]=[#6]1	[#6]1(=[#6][#6]([#15]([#16]1)#[#8])#[#8])
[#16]1[#15][#6][#6]=[#6]1	[#16]1[#15][#6:1][#6:2]=[#6]1	[#6]1(=[#6]([#6]([#15][#16]1)#[#8])#[#8])
[#16]1[#15][#6][#6]=[#6]1	[#16]1[#15][#6][#6:1]=[#6:2]1	[#6]1(=[#6]([#6][#15][#16]1)#[#8])#[#8]
[#16]1[#15][#6][#6]=[#6]1	[#16:2]1[#15][#6][#6]=[#6:1]1	[#6]1(=[#6][#6][#15][#16]1#[#8])#[#8]
[p]1[c][p][c][s]1	p1[c:1][p:2]cs1	[p]1([s][c][p](#[#8])[c]1#[#8])
[p]1[c][p][c][s]1	[p:1]1[c:2]pcs1	[p]1([s][c][p][c]1#[#8])#[#8]
[p]1[c][p][c][s]1	[p:2]1cpc[s:1]1	[p]1([s](#[#8])[c][p][c]1)#[#8]
[p]1[c][p][c][s]1	p1cp[c:1][s:2]1	[p]1([s](#[#8])[c]([p][c]1)#[#8])
[p]1[c][p][c][s]1	p1c[p:1][c:2]s1	[p]1([s][c]([p](#[#8])[c]1)#[#8])
[n]1[c][se][c][n]1	n1[c:1][se:2]cn1	[se]1(#[#8])([c]([n][n][c]1)#[#8])
[n]1[c][se][c][n]1	[n:2]1c[se]c[n:1]1	[se]1([c][n]([n](#[#8])[c]1)#[#8])
[n]1[c][se][c][n]1	[n:1]1[c:2][se]cn1	[se]1([c][n][n](#[#8])[c]1#[#8])
[n]1[c][se][c][n]1	n1c[se:1][c:2]n1	[se]1(#[#8])([c]([n][n][c]1)#[#8])
[n]1[c][se][c][n]1	n1c[se][c:1][n:2]1	[se]1([c][n][n](#[#8])[c]1#[#8])
[#6]1[#7][#16][#8][#6][#6]1	[#6]1[#7][#16][#8:1][#6:2][#6]1	[#6]1([#6][#6][#7][#16][#8]1#[#8])#[#8]
[#6]1[#7][#16][#8][#6][#6]1	[#6]1[#7][#16][#8][#6:1][#6:2]1	[#6]1([#6]([#6][#7][#16][#8]1)#[#8])#[#8]
[#6]1[#7][#16][#8][#6][#6]1	[#6]1[#7][#16:1][#8:2][#6][#6]1	[#6]1([#6][#6][#7][#16](#[#8])[#8]1#[#8])
[#6]1[#7][#16][#8][#6][#6]1	[#6:2]1[#7][#16][#8][#6][#6:1]1	[#6]1([#6]([#6]([#7][#16][#8]1)#[#8])#[#8])
[#6]1[#7][#16][#8][#6][#6]1	[#6]1[#7:1][#16:2][#8][#6][#6]1	[#6]1([#6][#6][#7]([#16](#[#8])[#8]1)#[#8])
[#6]1[#7][#16][#8][#6][#6]1	[#6:1]1[#7:2][#16][#8][#6][#6]1	[#6]1([#6][#6]([#7]([#16][#8]1)#[#8])#[#8])
[#15]1[#6][#6]=[#6][#6]1	[#15:1]1[#6:2][#6]=[#6][#6]1	[#6]1(=[#6][#6]([#15]([#6]1)#[#8])#[#8])
[#15]1[#6][#6]=[#6][#6]1	[#15]1[#6][#6]=[#6:1][#6:2]1	[#6]1(=[#6]([#6]([#15][#6]1)#[#8])#[#8])
[#15]1[#6][#6]=[#6][#6]1	[#15]1[#6:1][#6:2]=[#6][#6]1	[#6]1(=[#6]([#6]([#15][#6]1)#[#8])#[#8])
[#15]1[#6][#6]=[#6][#6]1	[#15]1[#6][#6:1]=[#6:2][#6]1	[#6]1(=[#6]([#6][#15][#6]1)#[#8])#[#8]
[#15]1[#6][#6]=[#6][#6]1	[#15:2]1[#6][#6]=[#6][#6:1]1	[#6]1(=[#6][#6]([#15]([#6]1)#[#8])#[#8])
[p]1[n][c][c][c][n]1	[p:1]1[n:2]cccn1	[p]1([n](#[#8])[c][c][c][n]1)#[#8]
[p]1[n][c][c][c][n]1	p1ncc[c:1][n:2]1	[p]1([n](#[#8])[c](#[#8])[c][c][n]1)
[p]1[n][c][c][c][n]1	[p:2]1nccc[n:1]1	[p]1([n](#[#8])[c][c][c][n]1)#[#8]
[p]1[n][c][c][c][n]1	p1n[c:1][c:2]cn1	[p]1([n][c](#[#8])[c](#[#8])[c][n]1)
[p]1[n][c][c][c][n]1	p1nc[c:1][c:2]n1	[p]1([n][c](#[#8])[c](#[#8])[c][n]1)
[p]1[n][c][c][c][n]1	p1[n:1][c:2]ccn1	[p]1([n](#[#8])[c](#[#8])[c][c][n]1)
[#8]1[#8][#6][#6][#6][#6]1	[#8]1[#8][#6][#6][#6:1][#6:2]1	[#6]1([#6][#6]([#6](#[#8])[#8][#8]1)#[#8])
[#8]1[#8][#6][#6][#6][#6]1	[#8]1[#8:1][#6:2][#6][#6][#6]1	[#6]1([#6][#6][#6](#[#8])[#8](#[#8])[#8]1)
[#8]1[#8][#6][#6][#6][#6]1	[#8]1[#8][#6][#6:1][#6:2][#6]1	[#6]1([#6]([#6]([#6][#8][#8]1)#[#8])#[#8])
[#8]1[#8][#6][#6][#6][#6]1	[#8:1]1[#8:2][#6][#6][#6][#6]1	[#6]1([#6][#6][#6][#8](#[#8])[#8]1#[#8])
[#8]1[#8][#6][#6][#6][#6]1	[#8:2]1[#8][#6][#6][#6][#6:1]1	[#6]1([#6][#6][#6](#[#8])[#8](#[#8])[#8]1)
[#8]1[#8][#6][#6][#6][#6]1	[#8]1[#8][#6:1][#6:2][#6][#6]1	[#6]1([#6][#6]([#6](#[#8])[#8][#8]1)#[#8])
[#6]1=[#6][#6][#6][#16][#6]1	[#6:2]1=[#6][#6][#6][#16][#6:1]1	[#6]1(=[#6][#6][#6][#16][#6]1#[#8])#[#8]
[#6]1=[#6][#6][#6][#16][#6]1	[#6]1=[#6][#6][#6][#16:1][#6:2]1	[#6]1(=[#6][#6][#6][#16]([#6]1#[#8])#[#8])
[#6]1=[#6][#6][#6][#16][#6]1	[#6]1=[#6][#6][#6:1][#16:2][#6]1	[#6]1(=[#6][#6][#6]([#16]([#6]1)#[#8])#[#8])
[#6]1=[#6][#6][#6][#16][#6]1	[#6:1]1=[#6:2][#6][#6][#16][#6]1	[#6]1(=[#6]([#6][#6][#16][#6]1)#[#8])#[#8]
[#6]1=[#6][#6][#6][#16][#6]1	[#6]1=[#6][#6:1][#6:2][#16][#6]1	[#6]1(=[#6][#6]([#6]([#16][#6]1)#[#8])#[#8])
[#6]1=[#6][#6][#6][#16][#6]1	[#6]1=[#6:1][#6:2][#6][#16][#6]1	[#6]1(=[#6]([#6]([#6][#16][#6]1)#[#8])#[#8])
[#16]1[#6][#6][#7+][#6][#6]1	[#16:2]1[#6][#6][#7&+][#6][#6:1]1	[#6]1([#6]([#16]([#6][#6][#7;+1]1)#[#8])#[#8])
[#16]1[#6][#6][#7+][#6][#6]1	[#16:1]1[#6:2][#6][#7&+][#6][#6]1	[#6]1([#6]([#16]([#6][#6][#7;+1]1)#[#8])#[#8])
[#16]1[#6][#6][#7+][#6][#6]1	[#16]1[#6][#6:1][#7&+:2][#6][#6]1	[#6]1([#6][#16][#6][#6]([#7;+1]1#[#8])#[#8])
[#16]1[#6][#6][#7+][#6][#6]1	[#16]1[#6:1][#6:2][#7&+][#6][#6]1	[#6]1([#6]([#16][#6][#6][#7;+1]1)#[#8])#[#8]
[#16]1[#6][#6][#7+][#6][#6]1	[#16]1[#6][#6][#7&+:1][#6:2][#6]1	[#6]1([#6][#16][#6][#6]([#7;+1]1#[#8])#[#8])
[#16]1[#6][#6][#7+][#6][#6]1	[#16]1[#6][#6][#7&+][#6:1][#6:2]1	[#6]1([#6]([#16][#6][#6][#7;+1]1)#[#8])#[#8]
[#6]1[#6][#8][#15][#16]1	[#6:2]1[#6][#8][#15][#16:1]1	[#6]1([#6]([#16]([#15][#8]1)#[#8])#[#8])
[#6]1[#6][#8][#15][#16]1	[#6:1]1[#6:2][#8][#15][#16]1	[#6]1([#6]([#16][#15][#8]1)#[#8])#[#8]
[#6]1[#6][#8][#15][#16]1	[#6]1[#6:1][#8:2][#15][#16]1	[#6]1([#6][#16][#15][#8]1#[#8])#[#8]
[#6]1[#6][#8][#15][#16]1	[#6]1[#6][#8][#15:1][#16:2]1	[#6]1([#6][#16]([#15](#[#8])[#8]1)#[#8])
[#6]1[#6][#8][#15][#16]1	[#6]1[#6][#8:1][#15:2][#16]1	[#6]1([#6][#16][#15](#[#8])[#8]1#[#8])
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6]1=[#6:1][#7:2][#6][#6]=[#7]1	[#6]1(=[#6][#7]=[#6][#6][#7]1#[#8])#[#8]
[#6]1=[#6][#7][#6][#6]=[#7]1	[#6:2]1=[#6][#7][#6][#6]=[#7:1]1	[#6]1(=[#6]([#7](=[#6][#6][#7]1)#[#8])#[#8])
